Unnamed: 0,drug_a_name,drug_b_name,cell,synergy,drug1_db,drug2_db,synergistic
GEMCITABINE_ERLOTINIB_RPMI7951,GEMCITABINE,ERLOTINIB,15,-9.935912801,12,0,0
GEMCITABINE_ERLOTINIB_SKMEL30,GEMCITABINE,ERLOTINIB,20,8.441768514,12,0,1
GEMCITABINE_ERLOTINIB_SKMES1,GEMCITABINE,ERLOTINIB,4,-20.83934512,12,0,0
GEMCITABINE_ERLOTINIB_SKOV3,GEMCITABINE,ERLOTINIB,28,-10.02921699,12,0,0
GEMCITABINE_ERLOTINIB_SW620,GEMCITABINE,ERLOTINIB,24,1.601426731,12,0,1
GEMCITABINE_ERLOTINIB_SW837,GEMCITABINE,ERLOTINIB,0,30.39899769,12,0,1
GEMCITABINE_ERLOTINIB_T47D,GEMCITABINE,ERLOTINIB,12,-7.539089985,12,0,0
GEMCITABINE_ERLOTINIB_UACC62,GEMCITABINE,ERLOTINIB,9,11.48925951,12,0,1
GEMCITABINE_ERLOTINIB_VCAP,GEMCITABINE,ERLOTINIB,27,15.20328894,12,0,1
GEMCITABINE_ERLOTINIB_ZR751,GEMCITABINE,ERLOTINIB,3,37.48917942,12,0,1
GEMCITABINE_GELDANAMYCIN_A2058,GEMCITABINE,GELDANAMYCIN,14,8.998417854,12,18,1
GEMCITABINE_GELDANAMYCIN_A2780,GEMCITABINE,GELDANAMYCIN,26,-7.357334704,12,18,0
GEMCITABINE_GELDANAMYCIN_A375,GEMCITABINE,GELDANAMYCIN,13,-22.40239349,12,18,0
GEMCITABINE_GELDANAMYCIN_CAOV3,GEMCITABINE,GELDANAMYCIN,19,-1.585450672,12,18,0
GEMCITABINE_GELDANAMYCIN_DLD1,GEMCITABINE,GELDANAMYCIN,5,3.964205978,12,18,1
GEMCITABINE_GELDANAMYCIN_ES2,GEMCITABINE,GELDANAMYCIN,10,11.41370444,12,18,1
GEMCITABINE_GELDANAMYCIN_HCT116,GEMCITABINE,GELDANAMYCIN,2,-25.4680307,12,18,0
GEMCITABINE_GELDANAMYCIN_HT144,GEMCITABINE,GELDANAMYCIN,21,6.231062592,12,18,1
GEMCITABINE_GELDANAMYCIN_HT29,GEMCITABINE,GELDANAMYCIN,23,-6.380498522,12,18,0
GEMCITABINE_GELDANAMYCIN_KPL1,GEMCITABINE,GELDANAMYCIN,22,-4.756494229,12,18,0
GEMCITABINE_GELDANAMYCIN_LOVO,GEMCITABINE,GELDANAMYCIN,8,-3.335360779,12,18,0
GEMCITABINE_GELDANAMYCIN_MDAMB436,GEMCITABINE,GELDANAMYCIN,25,2.593792837,12,18,1
GEMCITABINE_GELDANAMYCIN_NCIH1650,GEMCITABINE,GELDANAMYCIN,6,-9.208908867,12,18,0
GEMCITABINE_GELDANAMYCIN_NCIH2122,GEMCITABINE,GELDANAMYCIN,17,-8.966982332,12,18,0
GEMCITABINE_GELDANAMYCIN_NCIH23,GEMCITABINE,GELDANAMYCIN,11,-24.63521431,12,18,0
GEMCITABINE_GELDANAMYCIN_NCIH460,GEMCITABINE,GELDANAMYCIN,7,-12.44264543,12,18,0
GEMCITABINE_GELDANAMYCIN_NCIH520,GEMCITABINE,GELDANAMYCIN,16,-7.918928359,12,18,0
GEMCITABINE_GELDANAMYCIN_OV90,GEMCITABINE,GELDANAMYCIN,18,-1.23971361,12,18,0
GEMCITABINE_GELDANAMYCIN_RKO,GEMCITABINE,GELDANAMYCIN,1,-21.75967991,12,18,0
GEMCITABINE_GELDANAMYCIN_RPMI7951,GEMCITABINE,GELDANAMYCIN,15,-2.66582224,12,18,0
GEMCITABINE_GELDANAMYCIN_SKMEL30,GEMCITABINE,GELDANAMYCIN,20,19.2114345,12,18,1
GEMCITABINE_GELDANAMYCIN_SKMES1,GEMCITABINE,GELDANAMYCIN,4,-28.47417839,12,18,0
GEMCITABINE_GELDANAMYCIN_SKOV3,GEMCITABINE,GELDANAMYCIN,28,-17.12933004,12,18,0
GEMCITABINE_GELDANAMYCIN_SW620,GEMCITABINE,GELDANAMYCIN,24,-6.746326838,12,18,0
GEMCITABINE_GELDANAMYCIN_SW837,GEMCITABINE,GELDANAMYCIN,0,19.37013612,12,18,1
GEMCITABINE_GELDANAMYCIN_T47D,GEMCITABINE,GELDANAMYCIN,12,-20.38756712,12,18,0
GEMCITABINE_GELDANAMYCIN_UACC62,GEMCITABINE,GELDANAMYCIN,9,-8.50451202,12,18,0
GEMCITABINE_GELDANAMYCIN_VCAP,GEMCITABINE,GELDANAMYCIN,27,7.470769975,12,18,1
GEMCITABINE_GELDANAMYCIN_ZR751,GEMCITABINE,GELDANAMYCIN,3,-5.952587592,12,18,0
GEMCITABINE_LAPATINIB_A2058,GEMCITABINE,LAPATINIB,14,-0.102381746,12,20,0
GEMCITABINE_LAPATINIB_A2780,GEMCITABINE,LAPATINIB,26,2.113980112,12,20,1
GEMCITABINE_LAPATINIB_A375,GEMCITABINE,LAPATINIB,13,-33.99071414,12,20,0
GEMCITABINE_LAPATINIB_CAOV3,GEMCITABINE,LAPATINIB,19,-1.549455472,12,20,0
GEMCITABINE_LAPATINIB_DLD1,GEMCITABINE,LAPATINIB,5,6.279014621,12,20,1
GEMCITABINE_LAPATINIB_ES2,GEMCITABINE,LAPATINIB,10,-1.472393198,12,20,0
GEMCITABINE_LAPATINIB_HCT116,GEMCITABINE,LAPATINIB,2,-8.649058637,12,20,0
GEMCITABINE_LAPATINIB_HT144,GEMCITABINE,LAPATINIB,21,-4.602845567,12,20,0
GEMCITABINE_LAPATINIB_HT29,GEMCITABINE,LAPATINIB,23,9.88583468,12,20,1
GEMCITABINE_LAPATINIB_KPL1,GEMCITABINE,LAPATINIB,22,1.380723904,12,20,1
GEMCITABINE_LAPATINIB_LOVO,GEMCITABINE,LAPATINIB,8,6.353203799,12,20,1
GEMCITABINE_LAPATINIB_MDAMB436,GEMCITABINE,LAPATINIB,25,5.909631033,12,20,1
GEMCITABINE_LAPATINIB_NCIH1650,GEMCITABINE,LAPATINIB,6,-11.35362209,12,20,0
GEMCITABINE_LAPATINIB_NCIH2122,GEMCITABINE,LAPATINIB,17,12.55186826,12,20,1
GEMCITABINE_LAPATINIB_NCIH23,GEMCITABINE,LAPATINIB,11,-6.580298208,12,20,0
GEMCITABINE_LAPATINIB_NCIH460,GEMCITABINE,LAPATINIB,7,14.25550026,12,20,1
GEMCITABINE_LAPATINIB_NCIH520,GEMCITABINE,LAPATINIB,16,-5.060369967,12,20,0
GEMCITABINE_LAPATINIB_OV90,GEMCITABINE,LAPATINIB,18,5.008851986,12,20,1
GEMCITABINE_LAPATINIB_RKO,GEMCITABINE,LAPATINIB,1,-14.44743869,12,20,0
GEMCITABINE_LAPATINIB_RPMI7951,GEMCITABINE,LAPATINIB,15,-13.00521455,12,20,0
GEMCITABINE_LAPATINIB_SKMEL30,GEMCITABINE,LAPATINIB,20,0.27939977,12,20,1
GEMCITABINE_LAPATINIB_SKMES1,GEMCITABINE,LAPATINIB,4,-26.9290907,12,20,0
GEMCITABINE_LAPATINIB_SKOV3,GEMCITABINE,LAPATINIB,28,-7.767956137,12,20,0
GEMCITABINE_LAPATINIB_SW620,GEMCITABINE,LAPATINIB,24,-2.72336563,12,20,0
GEMCITABINE_LAPATINIB_SW837,GEMCITABINE,LAPATINIB,0,26.60538983,12,20,1
GEMCITABINE_LAPATINIB_T47D,GEMCITABINE,LAPATINIB,12,-1.186160316,12,20,0
GEMCITABINE_LAPATINIB_UACC62,GEMCITABINE,LAPATINIB,9,5.584013192,12,20,1
GEMCITABINE_LAPATINIB_VCAP,GEMCITABINE,LAPATINIB,27,9.710091887,12,20,1
GEMCITABINE_LAPATINIB_ZR751,GEMCITABINE,LAPATINIB,3,26.6270347,12,20,1
GEMCITABINE_SORAFENIB_A2058,GEMCITABINE,SORAFENIB,14,-15.01487906,12,1,0
GEMCITABINE_SORAFENIB_A2780,GEMCITABINE,SORAFENIB,26,-4.122040298,12,1,0
GEMCITABINE_SORAFENIB_A375,GEMCITABINE,SORAFENIB,13,-9.569470742,12,1,0
GEMCITABINE_SORAFENIB_CAOV3,GEMCITABINE,SORAFENIB,19,-2.155585694,12,1,0
GEMCITABINE_SORAFENIB_DLD1,GEMCITABINE,SORAFENIB,5,-0.585411063,12,1,0
GEMCITABINE_SORAFENIB_ES2,GEMCITABINE,SORAFENIB,10,-5.783337109,12,1,0
GEMCITABINE_SORAFENIB_HCT116,GEMCITABINE,SORAFENIB,2,-15.56851091,12,1,0
GEMCITABINE_SORAFENIB_HT144,GEMCITABINE,SORAFENIB,21,-1.643253355,12,1,0
GEMCITABINE_SORAFENIB_HT29,GEMCITABINE,SORAFENIB,23,-6.00766169,12,1,0
GEMCITABINE_SORAFENIB_KPL1,GEMCITABINE,SORAFENIB,22,-0.330983938,12,1,0
GEMCITABINE_SORAFENIB_LOVO,GEMCITABINE,SORAFENIB,8,-10.47691726,12,1,0
GEMCITABINE_SORAFENIB_MDAMB436,GEMCITABINE,SORAFENIB,25,-5.913654221,12,1,0
GEMCITABINE_SORAFENIB_NCIH1650,GEMCITABINE,SORAFENIB,6,-15.2752202,12,1,0
GEMCITABINE_SORAFENIB_NCIH2122,GEMCITABINE,SORAFENIB,17,-6.312209358,12,1,0
GEMCITABINE_SORAFENIB_NCIH23,GEMCITABINE,SORAFENIB,11,-13.32617529,12,1,0
GEMCITABINE_SORAFENIB_NCIH460,GEMCITABINE,SORAFENIB,7,-9.003345474,12,1,0
GEMCITABINE_SORAFENIB_NCIH520,GEMCITABINE,SORAFENIB,16,-7.916794422,12,1,0
GEMCITABINE_SORAFENIB_OV90,GEMCITABINE,SORAFENIB,18,-4.717325659,12,1,0
GEMCITABINE_SORAFENIB_RKO,GEMCITABINE,SORAFENIB,1,-14.62201961,12,1,0
GEMCITABINE_SORAFENIB_RPMI7951,GEMCITABINE,SORAFENIB,15,-9.014379299,12,1,0
GEMCITABINE_SORAFENIB_SKMEL30,GEMCITABINE,SORAFENIB,20,-5.29193947,12,1,0
GEMCITABINE_SORAFENIB_SKMES1,GEMCITABINE,SORAFENIB,4,-20.09649317,12,1,0
GEMCITABINE_SORAFENIB_SKOV3,GEMCITABINE,SORAFENIB,28,-10.27728917,12,1,0
GEMCITABINE_SORAFENIB_SW620,GEMCITABINE,SORAFENIB,24,-5.832301981,12,1,0
GEMCITABINE_SORAFENIB_SW837,GEMCITABINE,SORAFENIB,0,0.274292736,12,1,1
GEMCITABINE_SORAFENIB_T47D,GEMCITABINE,SORAFENIB,12,-11.98307103,12,1,0
GEMCITABINE_SORAFENIB_UACC62,GEMCITABINE,SORAFENIB,9,-6.680600519,12,1,0
GEMCITABINE_SORAFENIB_VCAP,GEMCITABINE,SORAFENIB,27,-12.9885297,12,1,0
GEMCITABINE_SORAFENIB_ZR751,GEMCITABINE,SORAFENIB,3,-3.931701463,12,1,0
GEMCITABINE_SUNITINIB_A2058,GEMCITABINE,SUNITINIB,14,-2.477987643,12,6,0
GEMCITABINE_SUNITINIB_A2780,GEMCITABINE,SUNITINIB,26,-0.249562704,12,6,0
GEMCITABINE_SUNITINIB_A375,GEMCITABINE,SUNITINIB,13,-8.207621408,12,6,0
GEMCITABINE_SUNITINIB_CAOV3,GEMCITABINE,SUNITINIB,19,0.213287109,12,6,1
GEMCITABINE_SUNITINIB_DLD1,GEMCITABINE,SUNITINIB,5,-1.472377662,12,6,0
GEMCITABINE_SUNITINIB_ES2,GEMCITABINE,SUNITINIB,10,2.899161373,12,6,1
GEMCITABINE_SUNITINIB_HCT116,GEMCITABINE,SUNITINIB,2,-12.39222046,12,6,0
GEMCITABINE_SUNITINIB_HT144,GEMCITABINE,SUNITINIB,21,1.736908256,12,6,1
GEMCITABINE_SUNITINIB_HT29,GEMCITABINE,SUNITINIB,23,0.768577747,12,6,1
GEMCITABINE_SUNITINIB_KPL1,GEMCITABINE,SUNITINIB,22,4.235395687,12,6,1
GEMCITABINE_SUNITINIB_LOVO,GEMCITABINE,SUNITINIB,8,-4.24258743,12,6,0
GEMCITABINE_SUNITINIB_MDAMB436,GEMCITABINE,SUNITINIB,25,4.186042124,12,6,1
GEMCITABINE_SUNITINIB_NCIH1650,GEMCITABINE,SUNITINIB,6,1.627152238,12,6,1
GEMCITABINE_SUNITINIB_NCIH2122,GEMCITABINE,SUNITINIB,17,1.583150597,12,6,1
GEMCITABINE_SUNITINIB_NCIH23,GEMCITABINE,SUNITINIB,11,-8.306713763,12,6,0
GEMCITABINE_SUNITINIB_NCIH460,GEMCITABINE,SUNITINIB,7,9.036465276,12,6,1
GEMCITABINE_SUNITINIB_NCIH520,GEMCITABINE,SUNITINIB,16,-7.465748562,12,6,0
GEMCITABINE_SUNITINIB_OV90,GEMCITABINE,SUNITINIB,18,0.037856123,12,6,1
GEMCITABINE_SUNITINIB_RKO,GEMCITABINE,SUNITINIB,1,-10.73297334,12,6,0
GEMCITABINE_SUNITINIB_RPMI7951,GEMCITABINE,SUNITINIB,15,-1.115542454,12,6,0
GEMCITABINE_SUNITINIB_SKMEL30,GEMCITABINE,SUNITINIB,20,9.638251347,12,6,1
GEMCITABINE_SUNITINIB_SKMES1,GEMCITABINE,SUNITINIB,4,-14.02290451,12,6,0
GEMCITABINE_SUNITINIB_SKOV3,GEMCITABINE,SUNITINIB,28,-4.228908926,12,6,0
GEMCITABINE_SUNITINIB_SW620,GEMCITABINE,SUNITINIB,24,-1.337534753,12,6,0
GEMCITABINE_SUNITINIB_SW837,GEMCITABINE,SUNITINIB,0,1.354809879,12,6,1
GEMCITABINE_SUNITINIB_T47D,GEMCITABINE,SUNITINIB,12,-10.59709445,12,6,0
GEMCITABINE_SUNITINIB_UACC62,GEMCITABINE,SUNITINIB,9,5.268252502,12,6,1
GEMCITABINE_SUNITINIB_VCAP,GEMCITABINE,SUNITINIB,27,-3.732798273,12,6,0
GEMCITABINE_SUNITINIB_ZR751,GEMCITABINE,SUNITINIB,3,5.072180688,12,6,1
LAPATINIB_ABT-888_A2058,LAPATINIB,ABT-888,14,7.032753472,20,5,1
LAPATINIB_ABT-888_A2780,LAPATINIB,ABT-888,26,10.61314841,20,5,1
LAPATINIB_ABT-888_A375,LAPATINIB,ABT-888,13,-6.035658691,20,5,0
LAPATINIB_ABT-888_CAOV3,LAPATINIB,ABT-888,19,11.52020438,20,5,1
LAPATINIB_ABT-888_DLD1,LAPATINIB,ABT-888,5,-3.251667929,20,5,0
LAPATINIB_ABT-888_ES2,LAPATINIB,ABT-888,10,-7.943806987,20,5,0
LAPATINIB_ABT-888_HCT116,LAPATINIB,ABT-888,2,-1.095866984,20,5,0
LAPATINIB_ABT-888_HT144,LAPATINIB,ABT-888,21,-0.460428777,20,5,0
LAPATINIB_ABT-888_HT29,LAPATINIB,ABT-888,23,7.880887909,20,5,1
LAPATINIB_ABT-888_KPL1,LAPATINIB,ABT-888,22,8.195289793,20,5,1
LAPATINIB_ABT-888_LOVO,LAPATINIB,ABT-888,8,15.54487629,20,5,1
LAPATINIB_ABT-888_MDAMB436,LAPATINIB,ABT-888,25,4.541351056,20,5,1
LAPATINIB_ABT-888_NCIH1650,LAPATINIB,ABT-888,6,-5.201896963,20,5,0
LAPATINIB_ABT-888_NCIH2122,LAPATINIB,ABT-888,17,-4.884717761,20,5,0
LAPATINIB_ABT-888_NCIH23,LAPATINIB,ABT-888,11,4.89959405,20,5,1
LAPATINIB_ABT-888_NCIH460,LAPATINIB,ABT-888,7,-10.78556992,20,5,0
LAPATINIB_ABT-888_NCIH520,LAPATINIB,ABT-888,16,-5.878398637,20,5,0
LAPATINIB_ABT-888_OV90,LAPATINIB,ABT-888,18,-13.16172721,20,5,0
LAPATINIB_ABT-888_RKO,LAPATINIB,ABT-888,1,-4.094263427,20,5,0
LAPATINIB_ABT-888_RPMI7951,LAPATINIB,ABT-888,15,-10.37644078,20,5,0
LAPATINIB_ABT-888_SKMEL30,LAPATINIB,ABT-888,20,-9.090825843,20,5,0
LAPATINIB_ABT-888_SKMES1,LAPATINIB,ABT-888,4,-2.874003765,20,5,0
LAPATINIB_ABT-888_SKOV3,LAPATINIB,ABT-888,28,0.91944035,20,5,1
LAPATINIB_ABT-888_SW620,LAPATINIB,ABT-888,24,-9.000071112,20,5,0
LAPATINIB_ABT-888_SW837,LAPATINIB,ABT-888,0,-8.342002168,20,5,0
LAPATINIB_ABT-888_T47D,LAPATINIB,ABT-888,12,2.495023528,20,5,1
LAPATINIB_ABT-888_UACC62,LAPATINIB,ABT-888,9,0.846035339,20,5,1
LAPATINIB_ABT-888_VCAP,LAPATINIB,ABT-888,27,-10.66114851,20,5,0
LAPATINIB_ABT-888_ZR751,LAPATINIB,ABT-888,3,7.759364905,20,5,1
LAPATINIB_BORTEZOMIB_A2058,LAPATINIB,BORTEZOMIB,14,14.51043817,20,4,1
LAPATINIB_BORTEZOMIB_A2780,LAPATINIB,BORTEZOMIB,26,-12.13421033,20,4,0
LAPATINIB_BORTEZOMIB_A375,LAPATINIB,BORTEZOMIB,13,39.59126666,20,4,1
LAPATINIB_BORTEZOMIB_CAOV3,LAPATINIB,BORTEZOMIB,19,-12.43898045,20,4,0
LAPATINIB_BORTEZOMIB_DLD1,LAPATINIB,BORTEZOMIB,5,28.23043223,20,4,1
LAPATINIB_BORTEZOMIB_ES2,LAPATINIB,BORTEZOMIB,10,21.17143461,20,4,1
LAPATINIB_BORTEZOMIB_HCT116,LAPATINIB,BORTEZOMIB,2,13.10318378,20,4,1
LAPATINIB_BORTEZOMIB_HT144,LAPATINIB,BORTEZOMIB,21,-3.60501032,20,4,0
LAPATINIB_BORTEZOMIB_HT29,LAPATINIB,BORTEZOMIB,23,-12.78628716,20,4,0
LAPATINIB_BORTEZOMIB_KPL1,LAPATINIB,BORTEZOMIB,22,8.943650463,20,4,1
LAPATINIB_BORTEZOMIB_LOVO,LAPATINIB,BORTEZOMIB,8,18.27788586,20,4,1
LAPATINIB_BORTEZOMIB_MDAMB436,LAPATINIB,BORTEZOMIB,25,-5.410437602,20,4,0
LAPATINIB_BORTEZOMIB_NCIH1650,LAPATINIB,BORTEZOMIB,6,-8.691837936,20,4,0
LAPATINIB_BORTEZOMIB_NCIH2122,LAPATINIB,BORTEZOMIB,17,7.93678324,20,4,1
LAPATINIB_BORTEZOMIB_NCIH23,LAPATINIB,BORTEZOMIB,11,0.803290901,20,4,1
LAPATINIB_BORTEZOMIB_NCIH460,LAPATINIB,BORTEZOMIB,7,25.68289027,20,4,1
LAPATINIB_BORTEZOMIB_NCIH520,LAPATINIB,BORTEZOMIB,16,-29.87570849,20,4,0
LAPATINIB_BORTEZOMIB_OV90,LAPATINIB,BORTEZOMIB,18,-7.71014063,20,4,0
LAPATINIB_BORTEZOMIB_RKO,LAPATINIB,BORTEZOMIB,1,20.10118152,20,4,1
LAPATINIB_BORTEZOMIB_RPMI7951,LAPATINIB,BORTEZOMIB,15,-6.286297355,20,4,0
LAPATINIB_BORTEZOMIB_SKMEL30,LAPATINIB,BORTEZOMIB,20,6.517021054,20,4,1
LAPATINIB_BORTEZOMIB_SKMES1,LAPATINIB,BORTEZOMIB,4,-10.95308482,20,4,0
LAPATINIB_BORTEZOMIB_SKOV3,LAPATINIB,BORTEZOMIB,28,21.39649925,20,4,1
LAPATINIB_BORTEZOMIB_SW620,LAPATINIB,BORTEZOMIB,24,17.70385132,20,4,1
LAPATINIB_BORTEZOMIB_SW837,LAPATINIB,BORTEZOMIB,0,17.02366383,20,4,1
LAPATINIB_BORTEZOMIB_T47D,LAPATINIB,BORTEZOMIB,12,-31.40365846,20,4,0
LAPATINIB_BORTEZOMIB_UACC62,LAPATINIB,BORTEZOMIB,9,-6.720768094,20,4,0
LAPATINIB_BORTEZOMIB_VCAP,LAPATINIB,BORTEZOMIB,27,12.09875294,20,4,1
LAPATINIB_BORTEZOMIB_ZR751,LAPATINIB,BORTEZOMIB,3,16.20883711,20,4,1
LAPATINIB_DASATINIB_A2058,LAPATINIB,DASATINIB,14,53.53442452,20,17,1
LAPATINIB_DASATINIB_A2780,LAPATINIB,DASATINIB,26,71.40143393,20,17,1
LAPATINIB_DASATINIB_A375,LAPATINIB,DASATINIB,13,-13.9892057,20,17,0
LAPATINIB_DASATINIB_CAOV3,LAPATINIB,DASATINIB,19,32.00802324,20,17,1
LAPATINIB_DASATINIB_DLD1,LAPATINIB,DASATINIB,5,66.07178033,20,17,1
LAPATINIB_DASATINIB_ES2,LAPATINIB,DASATINIB,10,-1.374290019,20,17,0
LAPATINIB_DASATINIB_HCT116,LAPATINIB,DASATINIB,2,-31.34199924,20,17,0
LAPATINIB_DASATINIB_HT144,LAPATINIB,DASATINIB,21,-39.72188641,20,17,0
LAPATINIB_DASATINIB_HT29,LAPATINIB,DASATINIB,23,28.12888562,20,17,1
LAPATINIB_DASATINIB_KPL1,LAPATINIB,DASATINIB,22,10.56485924,20,17,1
LAPATINIB_DASATINIB_LOVO,LAPATINIB,DASATINIB,8,56.42162425,20,17,1
LAPATINIB_DASATINIB_MDAMB436,LAPATINIB,DASATINIB,25,12.41488346,20,17,1
LAPATINIB_DASATINIB_NCIH1650,LAPATINIB,DASATINIB,6,65.81115397,20,17,1
LAPATINIB_DASATINIB_NCIH2122,LAPATINIB,DASATINIB,17,-29.73167278,20,17,0
LAPATINIB_DASATINIB_NCIH23,LAPATINIB,DASATINIB,11,2.494787665,20,17,1
LAPATINIB_DASATINIB_NCIH460,LAPATINIB,DASATINIB,7,-15.60596566,20,17,0
LAPATINIB_DASATINIB_NCIH520,LAPATINIB,DASATINIB,16,33.93364817,20,17,1
LAPATINIB_DASATINIB_OV90,LAPATINIB,DASATINIB,18,9.361981644,20,17,1
LAPATINIB_DASATINIB_RKO,LAPATINIB,DASATINIB,1,5.484819184,20,17,1
LAPATINIB_DASATINIB_RPMI7951,LAPATINIB,DASATINIB,15,22.39081299,20,17,1
LAPATINIB_DASATINIB_SKMEL30,LAPATINIB,DASATINIB,20,2.165514207,20,17,1
LAPATINIB_DASATINIB_SKMES1,LAPATINIB,DASATINIB,4,63.11185705,20,17,1
LAPATINIB_DASATINIB_SKOV3,LAPATINIB,DASATINIB,28,58.86214748,20,17,1
LAPATINIB_DASATINIB_SW620,LAPATINIB,DASATINIB,24,-1.563471377,20,17,0
LAPATINIB_DASATINIB_SW837,LAPATINIB,DASATINIB,0,83.53453831,20,17,1
LAPATINIB_DASATINIB_T47D,LAPATINIB,DASATINIB,12,31.24126538,20,17,1
LAPATINIB_DASATINIB_UACC62,LAPATINIB,DASATINIB,9,2.348880982,20,17,1
LAPATINIB_DASATINIB_VCAP,LAPATINIB,DASATINIB,27,15.68899177,20,17,1
LAPATINIB_DASATINIB_ZR751,LAPATINIB,DASATINIB,3,-34.48491869,20,17,0
LAPATINIB_ERLOTINIB_A2058,LAPATINIB,ERLOTINIB,14,-1.774548906,20,0,0
LAPATINIB_ERLOTINIB_A2780,LAPATINIB,ERLOTINIB,26,-0.347064384,20,0,0
LAPATINIB_ERLOTINIB_A375,LAPATINIB,ERLOTINIB,13,-3.204359126,20,0,0
LAPATINIB_ERLOTINIB_CAOV3,LAPATINIB,ERLOTINIB,19,2.85495807,20,0,1
LAPATINIB_ERLOTINIB_DLD1,LAPATINIB,ERLOTINIB,5,19.98339094,20,0,1
LAPATINIB_ERLOTINIB_ES2,LAPATINIB,ERLOTINIB,10,-13.64427468,20,0,0
LAPATINIB_ERLOTINIB_HCT116,LAPATINIB,ERLOTINIB,2,10.30835309,20,0,1
LAPATINIB_ERLOTINIB_HT144,LAPATINIB,ERLOTINIB,21,-15.05091041,20,0,0
LAPATINIB_ERLOTINIB_HT29,LAPATINIB,ERLOTINIB,23,-2.205114705,20,0,0
LAPATINIB_ERLOTINIB_KPL1,LAPATINIB,ERLOTINIB,22,-24.76739823,20,0,0
LAPATINIB_ERLOTINIB_LOVO,LAPATINIB,ERLOTINIB,8,-4.665475423,20,0,0
LAPATINIB_ERLOTINIB_MDAMB436,LAPATINIB,ERLOTINIB,25,-16.1682116,20,0,0
LAPATINIB_ERLOTINIB_NCIH1650,LAPATINIB,ERLOTINIB,6,-7.657791181,20,0,0
LAPATINIB_ERLOTINIB_NCIH2122,LAPATINIB,ERLOTINIB,17,14.59747946,20,0,1
LAPATINIB_ERLOTINIB_NCIH23,LAPATINIB,ERLOTINIB,11,-11.44323053,20,0,0
LAPATINIB_ERLOTINIB_NCIH460,LAPATINIB,ERLOTINIB,7,-2.923749962,20,0,0
LAPATINIB_ERLOTINIB_NCIH520,LAPATINIB,ERLOTINIB,16,15.13860485,20,0,1
LAPATINIB_ERLOTINIB_OV90,LAPATINIB,ERLOTINIB,18,-12.99893615,20,0,0
LAPATINIB_ERLOTINIB_RKO,LAPATINIB,ERLOTINIB,1,-12.15049207,20,0,0
LAPATINIB_ERLOTINIB_RPMI7951,LAPATINIB,ERLOTINIB,15,-3.108947091,20,0,0
LAPATINIB_ERLOTINIB_SKMEL30,LAPATINIB,ERLOTINIB,20,-3.976502396,20,0,0
LAPATINIB_ERLOTINIB_SKMES1,LAPATINIB,ERLOTINIB,4,5.553666539,20,0,1
LAPATINIB_ERLOTINIB_SKOV3,LAPATINIB,ERLOTINIB,28,17.62170677,20,0,1
LAPATINIB_ERLOTINIB_SW620,LAPATINIB,ERLOTINIB,24,-16.44658521,20,0,0
LAPATINIB_ERLOTINIB_SW837,LAPATINIB,ERLOTINIB,0,2.413811525,20,0,1
LAPATINIB_ERLOTINIB_T47D,LAPATINIB,ERLOTINIB,12,-14.77734431,20,0,0
LAPATINIB_ERLOTINIB_UACC62,LAPATINIB,ERLOTINIB,9,10.59909239,20,0,1
LAPATINIB_ERLOTINIB_VCAP,LAPATINIB,ERLOTINIB,27,2.482818371,20,0,1
LAPATINIB_ERLOTINIB_ZR751,LAPATINIB,ERLOTINIB,3,5.755798996,20,0,1
LAPATINIB_GELDANAMYCIN_A2058,LAPATINIB,GELDANAMYCIN,14,12.54747684,20,18,1
LAPATINIB_GELDANAMYCIN_A2780,LAPATINIB,GELDANAMYCIN,26,-3.912435035,20,18,0
LAPATINIB_GELDANAMYCIN_A375,LAPATINIB,GELDANAMYCIN,13,27.08658231,20,18,1
LAPATINIB_GELDANAMYCIN_CAOV3,LAPATINIB,GELDANAMYCIN,19,35.02468846,20,18,1
LAPATINIB_GELDANAMYCIN_DLD1,LAPATINIB,GELDANAMYCIN,5,47.57326123,20,18,1
LAPATINIB_GELDANAMYCIN_ES2,LAPATINIB,GELDANAMYCIN,10,18.56868889,20,18,1
LAPATINIB_GELDANAMYCIN_HCT116,LAPATINIB,GELDANAMYCIN,2,21.1635913,20,18,1
LAPATINIB_GELDANAMYCIN_HT144,LAPATINIB,GELDANAMYCIN,21,20.26459264,20,18,1
LAPATINIB_GELDANAMYCIN_HT29,LAPATINIB,GELDANAMYCIN,23,1.14920938,20,18,1
LAPATINIB_GELDANAMYCIN_KPL1,LAPATINIB,GELDANAMYCIN,22,18.49164478,20,18,1
LAPATINIB_GELDANAMYCIN_LOVO,LAPATINIB,GELDANAMYCIN,8,13.6084643,20,18,1
LAPATINIB_GELDANAMYCIN_MDAMB436,LAPATINIB,GELDANAMYCIN,25,22.68989272,20,18,1
LAPATINIB_GELDANAMYCIN_NCIH1650,LAPATINIB,GELDANAMYCIN,6,16.77677375,20,18,1
LAPATINIB_GELDANAMYCIN_NCIH2122,LAPATINIB,GELDANAMYCIN,17,17.83769306,20,18,1
LAPATINIB_GELDANAMYCIN_NCIH23,LAPATINIB,GELDANAMYCIN,11,-2.922766874,20,18,0
LAPATINIB_GELDANAMYCIN_NCIH460,LAPATINIB,GELDANAMYCIN,7,26.78545932,20,18,1
LAPATINIB_GELDANAMYCIN_NCIH520,LAPATINIB,GELDANAMYCIN,16,4.392297399,20,18,1
