synergy,drug1_db,drug2_db,proteinsInCommon
-1.62,DB00675,DB01041,0
-4.34,DB00928,DB00947,0
1.55,DB00482,DB00987,0
5.15,DB01229,DB00563,0
0.61,DB00481,DB01268,0
-2.27,DB00262,DB04845,0
-5.77,DB04868,DB00947,0
3.69,DB01259,DB00399,0
-0.09,DB00694,DB00563,0
5.53,DB00481,DB01217,0
2.1,DB00482,DB01041,1
-2.13,DB00398,DB00553,0
4.65,DB01229,DB00947,0
-4.05,DB00482,DB00755,0
-1.68,DB01254,DB00262,0
8.79,DB00648,DB04868,0
2.13,DB00648,DB01030,0
-3.11,DB00619,DB00648,0
0.23,DB00755,DB01143,0
-2.85,DB04868,DB00928,0
-4.5,DB00290,DB01103,0
-0.78,DB00675,DB06813,0
2.84,DB00755,DB00619,0
1.99,DB01268,DB00947,0
-1.48,DB00481,DB00987,0
14.07,DB00755,DB01229,0
-6.11,DB06813,DB00188,0
-7.39,DB01206,DB01254,0
-0.3,DB00482,DB00262,0
-8.65,DB00987,DB00619,0
1.01,DB00648,DB01041,0
-0.62,DB00987,DB00724,0
7.31,DB00481,DB00619,0
-3.69,DB01204,DB00563,0
-1.59,DB00317,DB01254,22
0.05,DB01073,DB00188,0
-0.06,DB00290,DB01217,0
2.62,DB00481,DB00482,0
-0.34,DB01006,DB00399,0
4.0,DB00481,DB04845,0
1.24,DB00675,DB00398,1
0.9,DB01254,DB00563,0
-2.18,DB01229,DB01217,0
-6.35,DB00399,DB01030,0
2.86,DB01143,DB04845,0
-10.72,DB00928,DB04845,0
3.24,DB04868,DB01268,28
-5.49,DB00928,DB00398,0
-0.93,DB01268,DB06813,0
4.02,DB01268,DB00947,0
0.1,DB00648,DB00262,0
-2.33,DB00619,DB00724,0
-10.39,DB01033,DB00262,0
4.87,DB04868,DB01268,28
7.03,DB01259,DB00290,0
-8.92,DB00755,DB01033,0
-6.31,DB01217,DB01033,0
6.64,DB01103,DB00188,0
2.62,DB00648,DB04868,0
1.9,DB01259,DB00648,0
4.21,DB01073,DB01254,0
1.49,DB06813,DB00262,0
-6.24,DB00619,DB01103,0
2.18,DB00262,DB01143,0
2.3,DB06813,DB04845,0
-6.71,DB01006,DB01268,0
-4.05,DB00987,DB01033,0
-0.19,DB00619,DB01143,0
-3.23,DB04868,DB01259,3
5.04,DB04868,DB01259,3
-5.9,DB00928,DB00399,0
-5.32,DB00755,DB01103,0
1.43,DB06813,DB00553,0
-1.08,DB00481,DB01254,0
0.47,DB01229,DB01217,0
-5.41,DB00755,DB00928,0
12.0,DB01204,DB00290,0
7.38,DB01006,DB01143,0
-4.35,DB00399,DB01033,0
5.57,DB00755,DB04845,0
-0.51,DB00619,DB01030,1
-1.24,DB01005,DB01033,0
1.54,DB01143,DB04845,0
1.27,DB01006,DB00553,0
12.47,DB01229,DB01143,0
2.4,DB01229,DB00399,0
-1.77,DB01229,DB00724,0
-9.62,DB00987,DB00755,0
-6.69,DB00987,DB00675,0
-1.07,DB00694,DB00563,0
-3.46,DB01073,DB01041,0
-1.33,DB04868,DB00399,0
0.08,DB01259,DB01005,0
-10.01,DB01229,DB00553,0
4.3,DB00675,DB04845,0
-0.78,DB00482,DB01254,1
-6.51,DB01030,DB04845,0
-1.26,DB00947,DB01217,0
-1.68,DB01006,DB00755,0
-2.52,DB01229,DB00188,0
4.67,DB00351,DB00290,0
5.28,DB00481,DB00694,0
2.88,DB00398,DB00648,0
2.4,DB00675,DB04845,0
-5.26,DB01254,DB04845,0
-0.54,DB00648,DB00399,0
-0.38,DB01073,DB01217,0
-0.71,DB00482,DB00553,0
0.4,DB00928,DB01041,0
-2.07,DB01030,DB04845,0
-2.04,DB00724,DB00188,0
6.19,DB01259,DB00290,0
-1.19,DB00947,DB06813,0
2.66,DB01254,DB01103,0
-3.17,DB01268,DB00290,0
-0.64,DB00648,DB00724,0
4.09,DB00481,DB06813,0
-1.77,DB01073,DB00188,0
-3.69,DB00481,DB00675,5
-1.83,DB01041,DB00188,0
-7.69,DB01229,DB00928,0
-7.74,DB00987,DB01030,0
-6.1,DB04868,DB00553,0
0.88,DB00947,DB00188,0
-10.13,DB00398,DB01103,0
-5.6,DB00755,DB01033,0
-1.67,DB00480,DB01143,0
7.16,DB01006,DB01254,0
-0.69,DB01006,DB00262,0
5.84,DB00481,DB00290,0
3.98,DB06813,DB00262,0
-7.36,DB01268,DB01103,0
5.35,DB01006,DB04868,0
4.45,DB00399,DB01033,0
-1.44,DB00444,DB01254,0
-0.81,DB00398,DB06813,0
-5.37,DB00380,DB00290,0
2.01,DB00619,DB01268,21
0.8,DB01073,DB06813,0
-3.43,DB00987,DB00290,0
1.7,DB06813,DB00188,0
1.57,DB00399,DB04845,0
-0.06,DB00482,DB00724,0
-1.42,DB00755,DB01030,0
8.51,DB01268,DB00553,0
1.67,DB04868,DB00553,0
2.15,DB01254,DB04845,0
-1.85,DB00928,DB01217,0
2.84,DB00675,DB01217,0
2.83,DB04868,DB01041,0
-5.58,DB00724,DB01030,0
5.58,DB00398,DB00648,0
0.82,DB00987,DB00553,0
1.7,DB01259,DB00188,0
-3.44,DB00928,DB00724,0
11.96,DB01259,DB04845,0
3.51,DB00619,DB01005,0
-0.12,DB00481,DB08865,0
12.09,DB00563,DB01143,0
-3.31,DB01229,DB00928,0
0.48,DB00648,DB00563,0
-3.11,DB01030,DB00262,0
1.13,DB04868,DB06813,0
14.36,DB01005,DB00648,0
3.65,DB00399,DB00724,0
-3.77,DB00398,DB06813,0
-4.13,DB01073,DB00947,0
-3.58,DB01006,DB01229,0
-2.83,DB00553,DB00262,0
0.93,DB01268,DB01217,0
14.09,DB00482,DB01217,0
0.79,DB00755,DB00648,0
-3.89,DB01254,DB01103,0
-2.99,DB00648,DB04868,0
-5.04,DB01006,DB00262,0
-2.45,DB01006,DB00262,0
0.74,DB04868,DB01143,0
-4.36,DB00928,DB00188,0
-4.79,DB01005,DB00290,0
0.71,DB06813,DB01030,0
1.34,DB01103,DB01041,0
-0.25,DB00987,DB00755,0
1.72,DB01005,DB00724,0
0.09,DB00755,DB01041,0
-9.5,DB00398,DB00399,0
-2.43,DB00928,DB00398,0
0.97,DB00648,DB00399,0
0.72,DB00481,DB00444,0
2.15,DB06813,DB04845,0
-5.74,DB01073,DB01033,0
2.05,DB01229,DB04845,0
-6.31,DB00987,DB01033,0
-8.2,DB01041,DB00188,0
-2.53,DB00987,DB00553,0
3.77,DB01217,DB00724,0
1.28,DB01006,DB00188,0
-3.67,DB00262,DB00188,0
0.96,DB01259,DB00553,0
1.46,DB01143,DB00188,0
7.37,DB01005,DB01217,0
2.6,DB00619,DB06813,0
2.26,DB01005,DB00724,0
-8.58,DB04868,DB01103,0
-1.16,DB00481,DB00553,0
-3.94,DB00482,DB01268,0
-5.94,DB00928,DB01268,0
3.01,DB01005,DB01143,0
1.46,DB01229,DB00290,0
-2.8,DB00694,DB01254,0
-3.2,DB01206,DB01254,0
-0.5,DB00619,DB01143,0
-4.65,DB00755,DB00724,0
4.62,DB04868,DB00724,0
4.15,DB00481,DB08881,0
4.67,DB01217,DB04868,0
6.4,DB00675,DB00188,0
-4.19,DB00755,DB00290,0
0.34,DB00619,DB01103,0
-3.82,DB00481,DB00648,0
-6.55,DB00563,DB01030,0
-1.1,DB00398,DB00262,0
-0.19,DB01229,DB01268,0
0.52,DB01217,DB04868,0
-2.37,DB01259,DB01041,0
-2.45,DB01254,DB00648,0
3.66,DB00648,DB00724,0
-3.54,DB00675,DB00398,1
0.61,DB01005,DB01143,0
14.91,DB00290,DB00648,0
3.21,DB00928,DB00724,0
-6.79,DB01229,DB01041,0
4.01,DB01217,DB04845,0
-6.72,DB01254,DB01041,0
6.61,DB00724,DB01030,0
6.4,DB00648,DB01041,0
0.02,DB00481,DB00675,5
-1.77,DB00648,DB06813,0
5.69,DB01073,DB01143,0
-3.62,DB00675,DB00553,0
7.01,DB00755,DB00262,0
-6.36,DB01073,DB01033,0
-6.34,DB00675,DB00262,0
8.09,DB01254,DB00648,0
1.01,DB01259,DB00399,0
9.17,DB00481,DB05294,0
-0.18,DB00987,DB01254,0
-2.85,DB00553,DB00188,0
5.39,DB00947,DB00553,0
-1.08,DB04868,DB00399,0
-1.52,DB01254,DB01041,0
-0.74,DB00481,DB01005,0
1.28,DB01006,DB04845,0
4.23,DB00481,DB00544,0
2.11,DB06813,DB01143,0
0.5,DB01073,DB01103,0
1.87,DB00755,DB00619,0
-6.71,DB01268,DB01033,0
1.56,DB04868,DB00553,0
-4.48,DB00380,DB00290,0
5.76,DB00481,DB05812,0
-8.33,DB00928,DB00188,0
4.37,DB06813,DB00563,1
10.6,DB01217,DB01143,0
2.5,DB01204,DB00563,0
-1.99,DB01006,DB00648,0
-2.42,DB01103,DB00553,0
-0.24,DB00482,DB00262,0
8.75,DB00482,DB04868,2
-0.84,DB01073,DB00262,0
6.74,DB01041,DB00553,0
-2.41,DB00481,DB06813,0
0.5,DB01268,DB01005,0
-1.48,DB01259,DB00262,0
-5.02,DB00755,DB01259,0
1.62,DB01217,DB01030,0
-8.2,DB01041,DB01030,0
-0.88,DB00399,DB01103,0
-2.32,DB00755,DB00947,0
-0.92,DB00987,DB00928,0
-3.62,DB00928,DB01217,0
-6.15,DB00987,DB01268,0
5.1,DB00482,DB01217,0
-2.22,DB00563,DB00755,0
7.21,DB00399,DB00563,0
-3.85,DB00947,DB01103,0
-2.42,DB01268,DB01217,0
-5.41,DB00290,DB01030,0
-3.17,DB00928,DB04845,0
-10.77,DB06813,DB01033,0
-3.52,DB00481,DB00317,0
0.3,DB00351,DB00563,0
-8.6,DB00619,DB00262,0
7.9,DB00675,DB00398,1
-1.83,DB01259,DB00553,0
-3.44,DB01259,DB01103,0
-4.14,DB00619,DB01033,0
-4.86,DB01217,DB00928,0
-3.62,DB00987,DB01041,0
-4.19,DB01073,DB00290,0
1.73,DB00398,DB00724,0
0.97,DB00987,DB01103,0
4.51,DB01006,DB06813,0
-0.48,DB00398,DB00188,0
-2.27,DB01259,DB00290,0
-5.01,DB00755,DB00928,0
2.27,DB00675,DB00399,0
3.07,DB00290,DB00262,0
0.46,DB00481,DB01030,0
0.44,DB01033,DB04868,0
-14.09,DB00987,DB01030,0
2.49,DB04868,DB01217,0
-5.75,DB06813,DB00724,0
-3.91,DB00928,DB01259,0
0.1,DB01005,DB01041,0
2.21,DB01073,DB01268,0
-0.25,DB01254,DB00724,0
1.93,DB00987,DB00553,0
-1.37,DB01006,DB00399,0
-2.56,DB01217,DB00262,0
8.19,DB00481,DB01254,0
-9.72,DB01229,DB01033,0
-0.55,DB00648,DB00399,0
0.12,DB00481,DB00947,1
-6.51,DB01254,DB00398,29
-7.57,DB04868,DB01217,0
-7.79,DB00987,DB00290,0
-1.09,DB01041,DB00553,0
3.86,DB01033,DB04868,0
-4.84,DB01254,DB00399,0
-4.55,DB00987,DB00290,0
2.39,DB00481,DB01073,0
4.14,DB01259,DB04845,0
7.42,DB01073,DB06813,0
3.98,DB01005,DB01041,0
-2.39,DB00724,DB00262,0
10.71,DB00553,DB01143,0
-0.91,DB01217,DB00563,0
-1.44,DB01033,DB00724,0
9.48,DB01143,DB01030,0
0.76,DB01006,DB00755,0
-3.92,DB00481,DB00398,2
3.77,DB01006,DB00398,0
-0.47,DB00619,DB01143,0
-3.6,DB01217,DB06813,0
2.46,DB01259,DB01033,0
0.15,DB01229,DB01030,0
-1.67,DB00399,DB00553,0
9.47,DB00675,DB01005,0
-6.02,DB01259,DB00399,0
-1.63,DB00987,DB00188,0
0.74,DB01229,DB00262,0
12.33,DB00398,DB00648,0
-1.46,DB01033,DB01103,0
-1.2,DB00928,DB00563,0
24.53,DB00481,DB00619,0
2.49,DB00482,DB01268,0
-4.06,DB00987,DB00398,0
3.88,DB00928,DB06813,0
0.39,DB01254,DB06813,0
3.33,DB01006,DB04845,0
2.04,DB00481,DB06813,0
-5.85,DB00987,DB00724,0
2.39,DB00755,DB04868,0
-5.03,DB00317,DB01143,0
-11.78,DB00380,DB00563,0
5.87,DB01033,DB01103,0
0.6,DB00947,DB01030,0
27.59,DB01254,DB01033,0
1.74,DB00563,DB00675,0
-3.46,DB00399,DB01030,0
-3.41,DB01073,DB00262,0
-3.1,DB01268,DB00262,0
1.68,DB00351,DB01254,0
-1.03,DB01073,DB01268,0
8.43,DB01006,DB01254,0
-4.03,DB00290,DB06813,0
-6.24,DB01204,DB00563,0
-1.55,DB01006,DB00619,0
-5.9,DB00987,DB00619,0
0.88,DB00399,DB06813,0
-6.3,DB00444,DB00563,0
-1.83,DB01073,DB00188,0
-3.25,DB01259,DB06813,0
3.68,DB01254,DB04845,0
-2.5,DB00481,DB08881,0
-1.82,DB00380,DB00290,0
-4.94,DB00987,DB00398,0
4.92,DB00481,DB08865,0
-5.29,DB01268,DB01103,0
-3.83,DB01217,DB00262,0
2.51,DB00290,DB00188,0
-1.99,DB00553,DB00262,0
-2.69,DB00619,DB04868,29
-1.56,DB01030,DB00188,0
0.3,DB01229,DB01217,0
10.65,DB00481,DB01033,0
1.63,DB01259,DB00724,0
1.48,DB00619,DB01229,0
0.31,DB00481,DB00724,0
-2.52,DB01268,DB00947,0
0.87,DB00755,DB04868,0
11.97,DB00398,DB00553,0
-2.08,DB01073,DB01041,0
-7.75,DB00290,DB01103,0
-1.3,DB01217,DB00262,0
-4.78,DB00648,DB01030,0
-0.79,DB00482,DB01259,0
4.19,DB00481,DB04868,0
3.83,DB00544,DB01143,0
0.84,DB00553,DB04845,0
-5.69,DB00290,DB06813,0
-1.02,DB00675,DB01103,0
1.33,DB01073,DB01041,0
0.37,DB00675,DB01143,0
1.27,DB00928,DB06813,0
10.6,DB00481,DB00724,0
9.73,DB00648,DB06813,0
-9.8,DB00317,DB01143,0
5.68,DB00675,DB00188,0
-1.23,DB00544,DB01254,0
4.35,DB01073,DB00675,0
2.44,DB01073,DB00398,0
25.08,DB01005,DB00648,0
-0.47,DB01006,DB00398,0
5.65,DB00928,DB06813,0
0.09,DB01103,DB04845,0
1.79,DB00987,DB00619,0
0.73,DB00481,DB08828,0
3.76,DB04868,DB01268,28
-2.8,DB01254,DB01030,0
-3.47,DB00755,DB01217,0
4.73,DB01204,DB01143,0
1.37,DB00480,DB00290,0
6.21,DB00481,DB00724,0
5.84,DB06813,DB01143,0
-1.22,DB00399,DB01033,0
-1.0,DB01006,DB00675,0
2.01,DB01143,DB04845,0
-1.05,DB00481,DB05294,0
-5.58,DB01005,DB06813,0
-2.2,DB04868,DB00399,0
-4.25,DB01073,DB01143,0
-1.0,DB00947,DB01143,0
-3.85,DB00987,DB00262,0
-6.76,DB00648,DB01033,0
1.74,DB01073,DB00290,0
6.24,DB00481,DB01268,0
-8.43,DB00317,DB00290,0
-2.44,DB01259,DB00399,0
-8.03,DB01254,DB01217,0
-3.72,DB01254,DB01005,0
-0.45,DB00544,DB00290,0
-6.69,DB01206,DB01143,0
1.91,DB00928,DB00648,0
2.68,DB00755,DB00928,0
-3.12,DB00481,DB01030,0
0.5,DB00482,DB00188,0
3.05,DB00675,DB01268,1
-2.68,DB01259,DB01217,0
6.42,DB04868,DB01143,0
-10.07,DB01041,DB00188,0
1.59,DB01006,DB00648,0
-3.65,DB00928,DB01259,0
0.07,DB00399,DB06813,0
-8.65,DB01259,DB01033,0
-1.01,DB00648,DB00262,0
-1.75,DB00648,DB00947,0
2.3,DB00563,DB00482,0
-1.65,DB00481,DB01254,0
-1.46,DB01254,DB00553,0
0.3,DB00928,DB00563,0
-0.39,DB01073,DB00648,0
0.66,DB00755,DB00947,0
8.51,DB00947,DB04845,0
-0.35,DB00724,DB01030,0
-1.8,DB00675,DB00399,0
1.07,DB01217,DB06813,0
-7.47,DB00928,DB01143,0
3.54,DB00619,DB00947,0
0.78,DB01217,DB01041,0
3.46,DB00755,DB01033,0
-1.97,DB01005,DB01103,0
0.94,DB01006,DB01143,0
0.54,DB00399,DB00553,0
5.2,DB00648,DB00947,0
-1.55,DB00987,DB01254,0
-3.9,DB04868,DB00398,34
3.28,DB00724,DB04845,0
-0.07,DB01005,DB01143,0
4.46,DB00399,DB00290,0
-8.01,DB00317,DB01143,0
-2.71,DB00987,DB00648,0
3.82,DB00553,DB00724,0
-3.25,DB01206,DB01254,0
-5.09,DB00317,DB00290,0
0.47,DB01073,DB01041,0
2.64,DB00481,DB00947,1
-7.27,DB00290,DB01103,0
-2.55,DB00648,DB01103,0
1.84,DB01033,DB00553,0
-2.81,DB00755,DB00262,0
-4.33,DB00947,DB01103,0
0.53,DB01259,DB00188,0
-5.04,DB00987,DB01033,0
5.26,DB01268,DB06813,0
-2.72,DB01073,DB00928,0
-6.7,DB00648,DB01033,0
-1.69,DB01005,DB01217,0
4.08,DB00553,DB00724,0
-0.78,DB00987,DB01005,0
-5.62,DB00987,DB00648,0
1.51,DB00755,DB00553,0
-0.2,DB00947,DB00398,0
3.74,DB00481,DB00724,0
0.5,DB00619,DB00399,0
-6.68,DB01217,DB01103,0
-3.97,DB01041,DB01030,0
-4.28,DB00481,DB00987,0
1.64,DB00675,DB00947,1
-9.82,DB01005,DB01103,0
1.53,DB00481,DB00947,1
1.67,DB01229,DB00188,0
7.19,DB01033,DB01143,0
-1.3,DB01005,DB01033,0
3.28,DB00675,DB06813,0
-0.37,DB00619,DB00398,17
2.0,DB00482,DB00399,0
2.07,DB00482,DB01143,0
-3.87,DB01254,DB01259,6
3.25,DB00947,DB00928,0
-7.04,DB00648,DB01033,0
-6.11,DB00928,DB01033,0
-2.45,DB00987,DB00398,0
2.86,DB00482,DB00987,0
-2.0,DB00675,DB01268,1
-3.97,DB01005,DB01143,0
-2.39,DB00481,DB00380,0
-10.79,DB00675,DB00262,0
1.45,DB01006,DB01268,0
1.87,DB01268,DB00188,0
0.55,DB04868,DB00648,0
0.36,DB00755,DB00724,0
-9.46,DB00928,DB01259,0
-0.54,DB00675,DB00262,0
-5.78,DB01006,DB00928,0
1.78,DB01229,DB01217,0
-9.2,DB00481,DB00317,0
-1.27,DB01073,DB04868,0
-5.31,DB00480,DB01254,0
-9.14,DB00987,DB01103,0
8.79,DB01229,DB01259,0
5.82,DB00755,DB01033,0
-8.62,DB00544,DB00563,1
3.52,DB00317,DB01254,22
-2.68,DB01217,DB01030,0
-1.03,DB01254,DB00563,0
-2.95,DB00482,DB00947,0
0.26,DB00947,DB01030,0
2.93,DB01217,DB01041,0
-2.3,DB00724,DB01143,0
-0.05,DB00947,DB01217,0
-3.54,DB01006,DB00724,0
-1.0,DB00482,DB00648,0
2.99,DB00398,DB00553,0
-4.44,DB01268,DB00947,0
4.89,DB00481,DB01259,0
3.51,DB01073,DB01103,0
-1.87,DB01254,DB00648,0
5.89,DB00398,DB00563,0
15.5,DB00481,DB01073,0
6.73,DB00675,DB00290,0
-7.2,DB00563,DB04845,0
-1.92,DB01254,DB00290,0
-4.55,DB00987,DB01268,0
-7.12,DB00380,DB00290,0
-5.32,DB00675,DB00290,0
0.31,DB06813,DB01030,0
4.73,DB00481,DB04845,0
4.5,DB00481,DB04868,0
-3.4,DB01254,DB00648,0
0.01,DB00947,DB00188,0
-2.47,DB00675,DB01041,0
1.7,DB01229,DB04845,0
-0.26,DB00481,DB00619,0
3.49,DB00480,DB01254,0
6.38,DB00444,DB01143,0
5.99,DB04868,DB01229,0
-1.95,DB01005,DB04868,0
0.41,DB01143,DB04845,0
-1.36,DB00675,DB01030,0
-7.28,DB00947,DB01103,0
2.66,DB00724,DB04845,0
1.61,DB00481,DB00480,0
-4.74,DB01006,DB01073,0
0.56,DB00481,DB08865,0
4.14,DB00648,DB04845,0
0.07,DB01217,DB01041,0
1.88,DB00947,DB04845,0
3.87,DB01254,DB01030,0
-1.11,DB00544,DB01254,0
-0.44,DB00482,DB00398,1
1.32,DB00481,DB00290,0
3.31,DB00648,DB04845,0
5.31,DB01217,DB04868,0
-1.24,DB00648,DB00188,0
2.67,DB00724,DB01143,0
5.2,DB01041,DB00553,0
3.22,DB04868,DB01254,25
-4.57,DB00290,DB00262,0
-3.46,DB00987,DB00619,0
10.79,DB01006,DB01217,1
-0.57,DB00755,DB00947,0
-2.77,DB01259,DB01268,5
-4.53,DB00482,DB04868,2
-0.45,DB00262,DB01143,0
7.77,DB00481,DB00724,0
1.27,DB00619,DB00188,0
-0.17,DB00928,DB00399,0
-7.86,DB01073,DB00398,0
-1.05,DB00480,DB00563,0
1.11,DB00987,DB00553,0
-7.57,DB01073,DB00398,0
-3.92,DB00675,DB01033,0
1.84,DB01073,DB00755,0
-0.66,DB00563,DB04868,0
-1.06,DB00481,DB01229,0
5.21,DB00444,DB00290,0
-1.82,DB00317,DB00563,0
-8.49,DB01006,DB00262,0
0.66,DB04845,DB00188,0
22.15,DB00290,DB00648,0
2.45,DB00290,DB00188,0
-3.27,DB01268,DB00398,40
2.02,DB00398,DB00724,0
-0.21,DB00987,DB00648,0
3.81,DB01005,DB00563,0
-0.15,DB01073,DB01143,0
1.36,DB04868,DB00947,0
-4.36,DB01073,DB00755,0
-1.31,DB01254,DB01005,0
3.22,DB00482,DB04845,0
-4.23,DB01229,DB00928,0
5.34,DB00481,DB01217,0
-4.53,DB00947,DB00928,0
1.88,DB00444,DB00290,0
1.98,DB01268,DB01033,0
-10.48,DB01033,DB00724,0
0.13,DB01259,DB00290,0
-5.77,DB00724,DB00262,0
1.1,DB01217,DB01033,0
-7.91,DB01229,DB00928,0
2.72,DB01006,DB00648,0
0.57,DB00398,DB01217,0
-7.92,DB01229,DB00563,0
6.3,DB01006,DB00947,0
-0.36,DB00563,DB00675,0
3.31,DB01229,DB00648,0
-1.81,DB04868,DB01030,0
2.76,DB01217,DB00553,0
-0.86,DB00648,DB00553,0
1.92,DB00351,DB00563,0
-0.05,DB00755,DB01033,0
2.9,DB00481,DB00262,0
-0.34,DB00481,DB00188,0
4.15,DB00987,DB01254,0
-0.46,DB00724,DB04845,0
-11.97,DB00482,DB01033,0
-12.76,DB00987,DB01103,0
-1.84,DB00675,DB01103,0
-10.17,DB00928,DB01259,0
3.1,DB04868,DB04845,0
-11.73,DB01229,DB01005,0
-1.67,DB00987,DB00928,0
-2.8,DB00987,DB01033,0
-1.59,DB00724,DB00188,0
-4.3,DB00987,DB01073,0
-0.62,DB01217,DB01030,0
-0.56,DB00290,DB01143,0
-5.45,DB00987,DB01268,0
3.05,DB00481,DB00755,0
-4.01,DB01005,DB00290,0
10.69,DB00481,DB00619,0
-2.79,DB00675,DB00619,1
-1.62,DB00480,DB00290,0
-3.1,DB01005,DB00724,0
-0.8,DB00399,DB06813,0
-2.11,DB00482,DB00399,0
1.38,DB00675,DB01103,0
5.01,DB00563,DB00619,0
-7.02,DB00563,DB04845,0
5.82,DB01073,DB00553,0
-5.18,DB00398,DB01041,0
-5.03,DB01006,DB00947,0
-1.78,DB01254,DB00947,0
0.66,DB00675,DB01268,1
6.08,DB01143,DB01030,0
-2.8,DB00619,DB01030,1
6.49,DB01006,DB00947,0
-0.93,DB00755,DB00188,0
3.32,DB01006,DB01259,0
2.39,DB00947,DB01143,0
8.2,DB00648,DB06813,0
-6.43,DB01206,DB00290,0
3.4,DB00290,DB01103,0
-1.68,DB00928,DB00648,0
-3.67,DB00481,DB00444,0
-0.62,DB01103,DB01030,0
0.63,DB00563,DB01041,0
-0.5,DB01005,DB00553,0
14.17,DB00482,DB01229,0
-0.57,DB01268,DB00399,0
0.82,DB00755,DB04868,0
-3.09,DB01254,DB01005,0
1.35,DB00648,DB04845,0
-6.57,DB00724,DB01030,0
-2.99,DB00675,DB00619,1
0.67,DB01006,DB01229,0
-8.77,DB00987,DB01073,0
6.09,DB01217,DB01030,0
-0.44,DB00675,DB01041,0
-6.63,DB01005,DB01103,0
-0.05,DB01073,DB00290,0
-5.57,DB00987,DB01033,0
-1.72,DB00619,DB00648,0
-0.03,DB00553,DB01030,0
4.86,DB01254,DB06813,0
8.59,DB00648,DB01217,0
-5.2,DB00724,DB01030,0
0.68,DB00262,DB04845,0
4.06,DB00481,DB00755,0
-4.03,DB00648,DB01033,0
17.07,DB00947,DB01143,0
-5.78,DB01005,DB01033,0
0.34,DB00648,DB00188,0
-2.43,DB00987,DB01268,0
-0.88,DB00755,DB00188,0
-4.24,DB00290,DB01030,0
-7.7,DB00724,DB00262,0
-1.21,DB00947,DB00398,0
0.63,DB00481,DB01229,0
2.75,DB00619,DB01217,0
-0.18,DB00481,DB05294,0
-3.22,DB00482,DB01103,0
1.74,DB00481,DB08865,0
3.53,DB01259,DB00188,0
-1.96,DB00987,DB00755,0
9.42,DB00928,DB06813,0
-10.42,DB01033,DB00188,0
-4.05,DB00648,DB00399,0
1.27,DB00987,DB00724,0
-7.14,DB00675,DB01103,0
-5.36,DB01206,DB01143,0
-5.47,DB01006,DB01030,0
-3.92,DB00480,DB01143,0
0.2,DB00675,DB00553,0
2.25,DB00399,DB00563,0
1.03,DB04868,DB00724,0
-4.27,DB00928,DB00188,0
-2.31,DB01143,DB01030,0
-5.49,DB00648,DB00947,0
-1.58,DB00619,DB00724,0
4.61,DB00399,DB04845,0
2.4,DB00482,DB00648,0
0.43,DB00398,DB00724,0
4.58,DB00619,DB00399,0
2.76,DB00648,DB04868,0
1.33,DB00290,DB00563,0
-2.19,DB00675,DB00648,0
-8.08,DB01033,DB01030,0
-1.45,DB00399,DB01030,0
3.23,DB01229,DB01259,0
5.24,DB04845,DB00188,0
-4.25,DB01073,DB01005,1
-0.27,DB00481,DB00563,0
-1.86,DB00928,DB00399,0
0.26,DB00482,DB00755,0
4.54,DB00675,DB04845,0
2.03,DB00482,DB00675,0
-2.56,DB00619,DB00928,0
2.2,DB00987,DB00553,0
5.35,DB00675,DB00262,0
-1.97,DB01006,DB04868,0
-0.1,DB01041,DB01143,0
-1.9,DB01006,DB00648,0
13.84,DB00482,DB01229,0
-1.59,DB01073,DB00262,0
-0.85,DB00398,DB01143,0
0.59,DB00563,DB01073,0
-4.24,DB01030,DB00188,0
-3.79,DB01006,DB00648,0
5.26,DB01254,DB00553,0
1.06,DB00987,DB00724,0
0.44,DB01006,DB00619,0
2.81,DB00947,DB00188,0
1.32,DB00482,DB04868,2
0.97,DB00675,DB01217,0
-1.1,DB01006,DB00675,0
3.99,DB01006,DB01229,0
1.0,DB01005,DB00188,0
8.71,DB01217,DB00563,0
-1.97,DB00482,DB04868,2
0.07,DB00481,DB00188,0
4.32,DB00481,DB01229,0
-4.34,DB01217,DB04868,0
5.12,DB00290,DB00724,0
1.3,DB04868,DB00553,0
-2.18,DB01006,DB01033,0
1.7,DB01259,DB04845,0
-11.94,DB01229,DB00262,0
-4.2,DB00619,DB01268,21
4.43,DB00482,DB01229,0
9.83,DB01073,DB01041,0
-5.49,DB00482,DB00928,0
-4.57,DB00928,DB00724,0
-1.17,DB00987,DB00947,0
4.37,DB01006,DB04868,0
18.21,DB01006,DB01229,0
0.81,DB01268,DB04845,0
0.87,DB00482,DB04868,2
-0.03,DB00481,DB08828,0
-0.07,DB01217,DB04868,0
2.37,DB04868,DB06813,0
0.63,DB00482,DB01217,0
2.6,DB00482,DB01254,1
-3.99,DB01254,DB00947,0
5.44,DB00619,DB01254,13
1.33,DB00317,DB01254,22
1.98,DB01229,DB00947,0
3.0,DB00481,DB01030,0
2.43,DB01229,DB01217,0
1.64,DB01073,DB01143,0
0.19,DB00399,DB00553,0
3.28,DB00987,DB00262,0
-2.84,DB00481,DB00317,0
6.08,DB06813,DB04845,0
3.73,DB00563,DB00482,0
8.65,DB00619,DB04845,0
2.24,DB01005,DB04868,0
-3.9,DB01254,DB00262,0
-1.55,DB00482,DB00262,0
0.4,DB00444,DB01254,0
-3.19,DB00694,DB00563,0
-0.08,DB00290,DB00563,0
12.74,DB01229,DB01143,0
-0.515,DB00481,DB08881,0
