Drug1,Drug2,cell,drug1_db,drug2_db,synergy,synergistic
VISMODEGIB,RUXOLITINIB,30,425,702,-0.66,0
VISMODEGIB,RUXOLITINIB,63,425,702,-1.02,0
VISMODEGIB,RUXOLITINIB,26,425,702,-4.61,0
VISMODEGIB,RUXOLITINIB,16,425,702,0.06,1
VISMODEGIB,RUXOLITINIB,60,425,702,-4.28,0
VISMODEGIB,RUXOLITINIB,49,425,702,-2.3,0
VISMODEGIB,RUXOLITINIB,8,425,702,1.61,1
VISMODEGIB,RUXOLITINIB,56,425,702,-1.78,0
VISMODEGIB,RUXOLITINIB,27,425,702,11.55,1
VISMODEGIB,RUXOLITINIB,61,425,702,-0.11,0
DEXRAZOXANE,FLUDARABINE BASE,28,391,61,-5.75,0
DEXRAZOXANE,FLUDARABINE BASE,4,391,61,-15.46,0
DEXRAZOXANE,FLUDARABINE BASE,52,391,61,2.03,1
DEXRAZOXANE,FLUDARABINE BASE,64,391,61,1.83,1
DEXRAZOXANE,FLUDARABINE BASE,38,391,61,-2.7,0
DEXRAZOXANE,FLUDARABINE BASE,29,391,61,-2.86,0
DEXRAZOXANE,FLUDARABINE BASE,68,391,61,0.54,1
DEXRAZOXANE,FLUDARABINE BASE,48,391,61,-5.03,0
DEXRAZOXANE,FLUDARABINE BASE,58,391,61,-1.74,0
DEXRAZOXANE,FLUDARABINE BASE,18,391,61,-1.66,0
DEXRAZOXANE,FLUDARABINE BASE,10,391,61,-0.91,0
DEXRAZOXANE,FLUDARABINE BASE,39,391,61,-3.34,0
DEXRAZOXANE,FLUDARABINE BASE,13,391,61,-4.53,0
DEXRAZOXANE,FLUDARABINE BASE,43,391,61,2.0,1
DEXRAZOXANE,FLUDARABINE BASE,8,391,61,-10.16,0
DEXRAZOXANE,FLUDARABINE BASE,49,391,61,1.07,1
DEXRAZOXANE,FLUDARABINE BASE,61,391,61,-8.12,0
DEXRAZOXANE,FLUDARABINE BASE,27,391,61,-1.97,0
DEXRAZOXANE,FLUDARABINE BASE,56,391,61,-9.43,0
DEXRAZOXANE,FLUDARABINE BASE,30,391,61,-4.52,0
DEXRAZOXANE,FLUDARABINE BASE,44,391,61,-11.8,0
DEXRAZOXANE,FLUDARABINE BASE,60,391,61,-2.18,0
DEXRAZOXANE,FLUDARABINE BASE,16,391,61,-7.03,0
DEXRAZOXANE,FLUDARABINE BASE,26,391,61,-1.2,0
DEXRAZOXANE,FLUDARABINE BASE,63,391,61,-5.95,0
DEXRAZOXANE,FLUDARABINE BASE,74,391,61,-5.87,0
DEXRAZOXANE,FLUDARABINE BASE,17,391,61,-1.01,0
DEXRAZOXANE,FLUDARABINE BASE,54,391,61,-5.3,0
DEXRAZOXANE,FLUDARABINE BASE,0,391,61,-11.54,0
DEXRAZOXANE,FLUDARABINE BASE,55,391,61,-8.16,0
DEXRAZOXANE,FLUDARABINE BASE,72,391,61,-6.77,0
DEXRAZOXANE,FLUDARABINE BASE,42,391,61,-6.67,0
DEXRAZOXANE,FLUDARABINE BASE,75,391,61,-7.48,0
DEXRAZOXANE,FLUDARABINE BASE,31,391,61,-5.21,0
DEXRAZOXANE,FLUDARABINE BASE,19,391,61,-5.1,0
DEXRAZOXANE,FLUDARABINE BASE,3,391,61,-5.83,0
DEXRAZOXANE,FLUDARABINE BASE,51,391,61,-1.67,0
DEXRAZOXANE,FLUDARABINE BASE,73,391,61,-5.06,0
DEXRAZOXANE,FLUDARABINE BASE,1,391,61,-0.66,0
DEXRAZOXANE,FLUDARABINE BASE,65,391,61,-10.13,0
DEXRAZOXANE,FLUDARABINE BASE,70,391,61,-8.44,0
DEXRAZOXANE,FLUDARABINE BASE,6,391,61,-4.65,0
CRIZOTINIB,RUXOLITINIB,65,470,702,-2.49,0
CRIZOTINIB,RUXOLITINIB,73,470,702,-0.02,0
CRIZOTINIB,RUXOLITINIB,1,470,702,1.24,1
CRIZOTINIB,RUXOLITINIB,6,470,702,-0.87,0
CRIZOTINIB,RUXOLITINIB,70,470,702,1.21,1
CRIZOTINIB,RUXOLITINIB,75,470,702,-3.36,0
CRIZOTINIB,RUXOLITINIB,31,470,702,3.1,1
CRIZOTINIB,RUXOLITINIB,3,470,702,-0.2,0
CRIZOTINIB,RUXOLITINIB,51,470,702,5.57,1
CRIZOTINIB,RUXOLITINIB,19,470,702,4.63,1
CRIZOTINIB,RUXOLITINIB,55,470,702,2.23,1
CRIZOTINIB,RUXOLITINIB,0,470,702,-2.54,0
CRIZOTINIB,RUXOLITINIB,42,470,702,12.82,1
CRIZOTINIB,RUXOLITINIB,72,470,702,-0.78,0
CRIZOTINIB,RUXOLITINIB,17,470,702,6.14,1
CRIZOTINIB,RUXOLITINIB,54,470,702,-4.03,0
CRIZOTINIB,RUXOLITINIB,74,470,702,5.42,1
CRIZOTINIB,RUXOLITINIB,44,470,702,2.53,1
CRIZOTINIB,RUXOLITINIB,30,470,702,-2.96,0
CRIZOTINIB,RUXOLITINIB,26,470,702,-1.75,0
CRIZOTINIB,RUXOLITINIB,63,470,702,-2.01,0
CRIZOTINIB,RUXOLITINIB,60,470,702,-1.24,0
CRIZOTINIB,RUXOLITINIB,16,470,702,-2.75,0
CRIZOTINIB,RUXOLITINIB,8,470,702,0.85,1
CRIZOTINIB,RUXOLITINIB,49,470,702,-3.38,0
CRIZOTINIB,RUXOLITINIB,56,470,702,1.78,1
CRIZOTINIB,RUXOLITINIB,61,470,702,-2.72,0
CRIZOTINIB,RUXOLITINIB,27,470,702,-0.61,0
CRIZOTINIB,RUXOLITINIB,58,470,702,-1.41,0
CRIZOTINIB,RUXOLITINIB,18,470,702,0.98,1
CRIZOTINIB,RUXOLITINIB,48,470,702,-4.79,0
CRIZOTINIB,RUXOLITINIB,13,470,702,-2.03,0
CRIZOTINIB,RUXOLITINIB,43,470,702,1.16,1
CRIZOTINIB,RUXOLITINIB,10,470,702,-3.77,0
CRIZOTINIB,RUXOLITINIB,39,470,702,0.21,1
CRIZOTINIB,RUXOLITINIB,4,470,702,1.08,1
CRIZOTINIB,RUXOLITINIB,52,470,702,13.83,1
CRIZOTINIB,RUXOLITINIB,28,470,702,-4.1,0
CRIZOTINIB,RUXOLITINIB,29,470,702,-1.54,0
CRIZOTINIB,RUXOLITINIB,68,470,702,1.34,1
CRIZOTINIB,RUXOLITINIB,64,470,702,1.27,1
CRIZOTINIB,RUXOLITINIB,38,470,702,0.83,1
CABAZITAXEL,RUXOLITINIB,74,326,702,7.43,1
CABAZITAXEL,RUXOLITINIB,54,326,702,-0.38,0
CABAZITAXEL,RUXOLITINIB,17,326,702,6.06,1
CABAZITAXEL,RUXOLITINIB,0,326,702,-3.19,0
CABAZITAXEL,RUXOLITINIB,55,326,702,11.48,1
CABAZITAXEL,RUXOLITINIB,72,326,702,-2.23,0
CABAZITAXEL,RUXOLITINIB,42,326,702,9.48,1
CABAZITAXEL,RUXOLITINIB,31,326,702,2.84,1
CABAZITAXEL,RUXOLITINIB,75,326,702,-4.39,0
CABAZITAXEL,RUXOLITINIB,19,326,702,6.61,1
CABAZITAXEL,RUXOLITINIB,51,326,702,6.74,1
CABAZITAXEL,RUXOLITINIB,3,326,702,13.35,1
CABAZITAXEL,RUXOLITINIB,1,326,702,2.3,1
CABAZITAXEL,RUXOLITINIB,73,326,702,5.37,1
CABAZITAXEL,RUXOLITINIB,65,326,702,21.33,1
CABAZITAXEL,RUXOLITINIB,70,326,702,6.2,1
CABAZITAXEL,RUXOLITINIB,6,326,702,3.5,1
CABAZITAXEL,RUXOLITINIB,28,326,702,4.09,1
CABAZITAXEL,RUXOLITINIB,52,326,702,1.92,1
CABAZITAXEL,RUXOLITINIB,4,326,702,6.35,1
CABAZITAXEL,RUXOLITINIB,38,326,702,-2.28,0
CABAZITAXEL,RUXOLITINIB,64,326,702,-1.74,0
CABAZITAXEL,RUXOLITINIB,68,326,702,1.41,1
CABAZITAXEL,RUXOLITINIB,29,326,702,14.6,1
CABAZITAXEL,RUXOLITINIB,48,326,702,11.11,1
CABAZITAXEL,RUXOLITINIB,18,326,702,-6.17,0
CABAZITAXEL,RUXOLITINIB,58,326,702,1.41,1
CABAZITAXEL,RUXOLITINIB,39,326,702,3.82,1
CABAZITAXEL,RUXOLITINIB,10,326,702,6.24,1
CABAZITAXEL,RUXOLITINIB,43,326,702,1.36,1
CABAZITAXEL,RUXOLITINIB,13,326,702,7.65,1
CABAZITAXEL,RUXOLITINIB,49,326,702,2.42,1
CABAZITAXEL,RUXOLITINIB,8,326,702,6.71,1
CABAZITAXEL,RUXOLITINIB,61,326,702,8.84,1
CABAZITAXEL,RUXOLITINIB,56,326,702,12.83,1
CABAZITAXEL,RUXOLITINIB,30,326,702,-0.87,0
CABAZITAXEL,RUXOLITINIB,44,326,702,6.23,1
CABAZITAXEL,RUXOLITINIB,16,326,702,1.88,1
CABAZITAXEL,RUXOLITINIB,60,326,702,2.5,1
CABAZITAXEL,RUXOLITINIB,63,326,702,-1.33,0
CABAZITAXEL,RUXOLITINIB,26,326,702,6.62,1
VANDETANIB,RUXOLITINIB,68,18,702,-0.07,0
VANDETANIB,RUXOLITINIB,29,18,702,1.91,1
VANDETANIB,RUXOLITINIB,38,18,702,-2.53,0
VANDETANIB,RUXOLITINIB,64,18,702,-1.59,0
VANDETANIB,RUXOLITINIB,52,18,702,5.02,1
VANDETANIB,RUXOLITINIB,4,18,702,6.38,1
VANDETANIB,RUXOLITINIB,28,18,702,-1.68,0
VANDETANIB,RUXOLITINIB,43,18,702,1.49,1
VANDETANIB,RUXOLITINIB,13,18,702,0.03,1
VANDETANIB,RUXOLITINIB,39,18,702,-0.22,0
VANDETANIB,RUXOLITINIB,10,18,702,3.32,1
VANDETANIB,RUXOLITINIB,18,18,702,-0.68,0
VANDETANIB,RUXOLITINIB,58,18,702,-1.73,0
VANDETANIB,RUXOLITINIB,48,18,702,5.68,1
VANDETANIB,RUXOLITINIB,56,18,702,0.62,1
VANDETANIB,RUXOLITINIB,27,18,702,12.8,1
VANDETANIB,RUXOLITINIB,61,18,702,1.18,1
VANDETANIB,RUXOLITINIB,49,18,702,2.68,1
VANDETANIB,RUXOLITINIB,8,18,702,1.32,1
VANDETANIB,RUXOLITINIB,63,18,702,-2.45,0
VANDETANIB,RUXOLITINIB,26,18,702,-1.29,0
VANDETANIB,RUXOLITINIB,16,18,702,-6.68,0
VANDETANIB,RUXOLITINIB,60,18,702,-4.17,0
VANDETANIB,RUXOLITINIB,44,18,702,9.08,1
VANDETANIB,RUXOLITINIB,30,18,702,-3.67,0
VANDETANIB,RUXOLITINIB,54,18,702,-3.32,0
VANDETANIB,RUXOLITINIB,17,18,702,8.39,1
VANDETANIB,RUXOLITINIB,74,18,702,4.46,1
VANDETANIB,RUXOLITINIB,42,18,702,12.72,1
VANDETANIB,RUXOLITINIB,72,18,702,-1.4,0
VANDETANIB,RUXOLITINIB,55,18,702,4.1,1
VANDETANIB,RUXOLITINIB,0,18,702,4.75,1
VANDETANIB,RUXOLITINIB,51,18,702,0.25,1
VANDETANIB,RUXOLITINIB,3,18,702,-1.14,0
VANDETANIB,RUXOLITINIB,19,18,702,5.17,1
VANDETANIB,RUXOLITINIB,31,18,702,4.98,1
VANDETANIB,RUXOLITINIB,75,18,702,-6.86,0
VANDETANIB,RUXOLITINIB,6,18,702,-7.64,0
VANDETANIB,RUXOLITINIB,70,18,702,0.63,1
VANDETANIB,RUXOLITINIB,65,18,702,-1.8,0
VANDETANIB,RUXOLITINIB,1,18,702,0.45,1
VANDETANIB,RUXOLITINIB,73,18,702,-1.68,0
LOMUSTINE,METHOXSALEN,19,412,241,-1.36,0
LOMUSTINE,METHOXSALEN,51,412,241,-4.05,0
LOMUSTINE,METHOXSALEN,3,412,241,-7.07,0
LOMUSTINE,METHOXSALEN,31,412,241,-8.46,0
LOMUSTINE,METHOXSALEN,75,412,241,-5.87,0
LOMUSTINE,METHOXSALEN,6,412,241,-1.77,0
LOMUSTINE,METHOXSALEN,1,412,241,-0.68,0
LOMUSTINE,METHOXSALEN,73,412,241,3.93,1
LOMUSTINE,METHOXSALEN,65,412,241,0.49,1
LOMUSTINE,METHOXSALEN,74,412,241,-2.97,0
LOMUSTINE,METHOXSALEN,54,412,241,0.7,1
LOMUSTINE,METHOXSALEN,17,412,241,-5.24,0
LOMUSTINE,METHOXSALEN,72,412,241,-3.4,0
LOMUSTINE,METHOXSALEN,42,412,241,-3.41,0
LOMUSTINE,METHOXSALEN,0,412,241,-0.87,0
LOMUSTINE,METHOXSALEN,55,412,241,-4.22,0
LOMUSTINE,METHOXSALEN,27,412,241,-14.34,0
LOMUSTINE,METHOXSALEN,61,412,241,-0.66,0
LOMUSTINE,METHOXSALEN,56,412,241,-0.25,0
LOMUSTINE,METHOXSALEN,49,412,241,1.33,1
LOMUSTINE,METHOXSALEN,8,412,241,-5.77,0
LOMUSTINE,METHOXSALEN,16,412,241,-4.82,0
LOMUSTINE,METHOXSALEN,60,412,241,-7.43,0
LOMUSTINE,METHOXSALEN,63,412,241,-1.74,0
LOMUSTINE,METHOXSALEN,26,412,241,1.0,1
LOMUSTINE,METHOXSALEN,30,412,241,-1.78,0
LOMUSTINE,METHOXSALEN,44,412,241,-8.45,0
LOMUSTINE,METHOXSALEN,38,412,241,-1.48,0
LOMUSTINE,METHOXSALEN,64,412,241,-3.79,0
LOMUSTINE,METHOXSALEN,68,412,241,-1.76,0
LOMUSTINE,METHOXSALEN,29,412,241,2.5,1
LOMUSTINE,METHOXSALEN,28,412,241,-7.08,0
LOMUSTINE,METHOXSALEN,52,412,241,4.64,1
LOMUSTINE,METHOXSALEN,4,412,241,-5.21,0
LOMUSTINE,METHOXSALEN,39,412,241,-2.75,0
LOMUSTINE,METHOXSALEN,10,412,241,2.51,1
LOMUSTINE,METHOXSALEN,43,412,241,8.4,1
LOMUSTINE,METHOXSALEN,13,412,241,-0.5,0
LOMUSTINE,METHOXSALEN,48,412,241,-6.65,0
LOMUSTINE,METHOXSALEN,18,412,241,1.83,1
LOMUSTINE,METHOXSALEN,58,412,241,-3.03,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,55,704,241,-3.93,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,0,704,241,-1.84,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,42,704,241,-5.15,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,72,704,241,-4.91,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,54,704,241,-4.46,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,17,704,241,-4.62,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,74,704,241,-3.94,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,65,704,241,1.04,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,1,704,241,-0.36,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,73,704,241,6.83,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,6,704,241,-3.44,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,70,704,241,-1.92,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,31,704,241,0.62,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,75,704,241,-4.62,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,51,704,241,-2.66,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,3,704,241,-5.76,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,19,704,241,-5.1,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,18,704,241,8.21,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,58,704,241,-1.83,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,48,704,241,6.0,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,43,704,241,9.31,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,13,704,241,7.07,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,39,704,241,-4.98,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,10,704,241,-1.25,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,52,704,241,4.62,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,4,704,241,2.7,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,28,704,241,9.02,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,68,704,241,3.95,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,29,704,241,-0.96,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,38,704,241,-2.39,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,64,704,241,1.06,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,44,704,241,7.22,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,30,704,241,-0.72,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,63,704,241,-4.07,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,26,704,241,-6.42,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,16,704,241,2.21,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,60,704,241,-6.44,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,49,704,241,-6.61,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,8,704,241,2.38,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,56,704,241,-2.5,0
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,27,704,241,4.69,1
DAUNORUBICIN HYDROCHLORIDE,METHOXSALEN,61,704,241,-0.08,0
VISMODEGIB,GEFITINIB,56,425,675,14.05,1
VISMODEGIB,GEFITINIB,27,425,675,3.7,1
VISMODEGIB,GEFITINIB,61,425,675,0.81,1
VISMODEGIB,GEFITINIB,49,425,675,12.57,1
VISMODEGIB,GEFITINIB,8,425,675,11.55,1
VISMODEGIB,GEFITINIB,63,425,675,4.16,1
VISMODEGIB,GEFITINIB,26,425,675,5.28,1
VISMODEGIB,GEFITINIB,16,425,675,-2.0,0
VISMODEGIB,GEFITINIB,60,425,675,3.53,1
VISMODEGIB,GEFITINIB,44,425,675,8.9,1
VISMODEGIB,GEFITINIB,30,425,675,2.68,1
VISMODEGIB,GEFITINIB,68,425,675,4.8,1
VISMODEGIB,GEFITINIB,29,425,675,-2.43,0
VISMODEGIB,GEFITINIB,38,425,675,-6.11,0
VISMODEGIB,GEFITINIB,64,425,675,3.76,1
VISMODEGIB,GEFITINIB,52,425,675,10.33,1
VISMODEGIB,GEFITINIB,4,425,675,0.94,1
VISMODEGIB,GEFITINIB,28,425,675,-2.99,0
VISMODEGIB,GEFITINIB,43,425,675,-13.12,0
VISMODEGIB,GEFITINIB,13,425,675,10.23,1
VISMODEGIB,GEFITINIB,39,425,675,3.22,1
VISMODEGIB,GEFITINIB,10,425,675,-6.85,0
VISMODEGIB,GEFITINIB,18,425,675,-0.19,0
VISMODEGIB,GEFITINIB,58,425,675,2.13,1
VISMODEGIB,GEFITINIB,48,425,675,-4.15,0
VISMODEGIB,GEFITINIB,51,425,675,1.59,1
VISMODEGIB,GEFITINIB,3,425,675,13.21,1
VISMODEGIB,GEFITINIB,19,425,675,1.34,1
VISMODEGIB,GEFITINIB,31,425,675,9.09,1
VISMODEGIB,GEFITINIB,75,425,675,4.47,1
VISMODEGIB,GEFITINIB,6,425,675,9.23,1
VISMODEGIB,GEFITINIB,70,425,675,-2.03,0
VISMODEGIB,GEFITINIB,65,425,675,-0.87,0
VISMODEGIB,GEFITINIB,1,425,675,20.87,1
VISMODEGIB,GEFITINIB,73,425,675,-4.85,0
VISMODEGIB,GEFITINIB,54,425,675,-4.23,0
VISMODEGIB,GEFITINIB,17,425,675,9.83,1
VISMODEGIB,GEFITINIB,74,425,675,19.78,1
VISMODEGIB,GEFITINIB,42,425,675,16.6,1
VISMODEGIB,GEFITINIB,72,425,675,-1.29,0
VISMODEGIB,GEFITINIB,55,425,675,2.73,1
VISMODEGIB,GEFITINIB,0,425,675,-3.33,0
CRIZOTINIB,GEFITINIB,6,470,675,7.65,1
CRIZOTINIB,GEFITINIB,70,470,675,-3.07,0
CRIZOTINIB,GEFITINIB,65,470,675,1.6,1
CRIZOTINIB,GEFITINIB,73,470,675,-3.69,0
CRIZOTINIB,GEFITINIB,1,470,675,17.39,1
CRIZOTINIB,GEFITINIB,3,470,675,14.38,1
CRIZOTINIB,GEFITINIB,51,470,675,5.6,1
CRIZOTINIB,GEFITINIB,19,470,675,0.7,1
CRIZOTINIB,GEFITINIB,75,470,675,5.08,1
CRIZOTINIB,GEFITINIB,31,470,675,10.15,1
CRIZOTINIB,GEFITINIB,42,470,675,14.09,1
CRIZOTINIB,GEFITINIB,72,470,675,4.12,1
CRIZOTINIB,GEFITINIB,55,470,675,4.79,1
CRIZOTINIB,GEFITINIB,0,470,675,-0.07,0
CRIZOTINIB,GEFITINIB,17,470,675,2.6,1
CRIZOTINIB,GEFITINIB,54,470,675,-3.88,0
CRIZOTINIB,GEFITINIB,74,470,675,21.91,1
CRIZOTINIB,GEFITINIB,26,470,675,9.95,1
CRIZOTINIB,GEFITINIB,63,470,675,3.77,1
CRIZOTINIB,GEFITINIB,60,470,675,6.72,1
CRIZOTINIB,GEFITINIB,16,470,675,-2.93,0
CRIZOTINIB,GEFITINIB,44,470,675,-2.0,0
CRIZOTINIB,GEFITINIB,30,470,675,5.32,1
CRIZOTINIB,GEFITINIB,56,470,675,13.17,1
CRIZOTINIB,GEFITINIB,61,470,675,-3.17,0
CRIZOTINIB,GEFITINIB,27,470,675,0.64,1
CRIZOTINIB,GEFITINIB,8,470,675,11.5,1
CRIZOTINIB,GEFITINIB,49,470,675,8.6,1
CRIZOTINIB,GEFITINIB,13,470,675,8.56,1
CRIZOTINIB,GEFITINIB,43,470,675,5.93,1
CRIZOTINIB,GEFITINIB,10,470,675,-4.61,0
CRIZOTINIB,GEFITINIB,39,470,675,3.38,1
CRIZOTINIB,GEFITINIB,58,470,675,-0.86,0
CRIZOTINIB,GEFITINIB,18,470,675,-2.84,0
CRIZOTINIB,GEFITINIB,48,470,675,0.58,1
CRIZOTINIB,GEFITINIB,29,470,675,-0.42,0
CRIZOTINIB,GEFITINIB,68,470,675,8.87,1
CRIZOTINIB,GEFITINIB,64,470,675,1.62,1
CRIZOTINIB,GEFITINIB,38,470,675,-5.43,0
CRIZOTINIB,GEFITINIB,4,470,675,3.33,1
CRIZOTINIB,GEFITINIB,52,470,675,8.71,1
CRIZOTINIB,GEFITINIB,28,470,675,-0.96,0
PEMETREXED,IMATINIB,63,51,406,-2.47,0
PEMETREXED,IMATINIB,26,51,406,-1.71,0
PEMETREXED,IMATINIB,16,51,406,-5.81,0
PEMETREXED,IMATINIB,60,51,406,-11.5,0
PEMETREXED,IMATINIB,44,51,406,-0.33,0
PEMETREXED,IMATINIB,30,51,406,0.22,1
PEMETREXED,IMATINIB,56,51,406,1.07,1
PEMETREXED,IMATINIB,27,51,406,-1.35,0
PEMETREXED,IMATINIB,61,51,406,4.76,1
PEMETREXED,IMATINIB,49,51,406,-5.82,0
PEMETREXED,IMATINIB,8,51,406,5.7,1
PEMETREXED,IMATINIB,43,51,406,-5.14,0
PEMETREXED,IMATINIB,13,51,406,-1.28,0
PEMETREXED,IMATINIB,39,51,406,3.3,1
PEMETREXED,IMATINIB,10,51,406,3.85,1
PEMETREXED,IMATINIB,18,51,406,-2.65,0
PEMETREXED,IMATINIB,58,51,406,5.82,1
PEMETREXED,IMATINIB,48,51,406,-1.33,0
PEMETREXED,IMATINIB,68,51,406,7.21,1
PEMETREXED,IMATINIB,29,51,406,7.07,1
PEMETREXED,IMATINIB,38,51,406,-1.07,0
PEMETREXED,IMATINIB,64,51,406,2.88,1
PEMETREXED,IMATINIB,52,51,406,-0.3,0
PEMETREXED,IMATINIB,4,51,406,-3.15,0
PEMETREXED,IMATINIB,28,51,406,5.95,1
PEMETREXED,IMATINIB,6,51,406,4.72,1
PEMETREXED,IMATINIB,70,51,406,5.87,1
PEMETREXED,IMATINIB,65,51,406,6.19,1
PEMETREXED,IMATINIB,1,51,406,-2.85,0
PEMETREXED,IMATINIB,73,51,406,-2.59,0
PEMETREXED,IMATINIB,51,51,406,2.7,1
PEMETREXED,IMATINIB,3,51,406,-3.07,0
PEMETREXED,IMATINIB,19,51,406,-0.08,0
PEMETREXED,IMATINIB,31,51,406,-4.23,0
PEMETREXED,IMATINIB,75,51,406,-9.87,0
PEMETREXED,IMATINIB,42,51,406,-4.92,0
PEMETREXED,IMATINIB,72,51,406,7.43,1
PEMETREXED,IMATINIB,0,51,406,7.29,1
PEMETREXED,IMATINIB,54,51,406,-5.04,0
PEMETREXED,IMATINIB,17,51,406,-5.13,0
PEMETREXED,IMATINIB,74,51,406,3.59,1
VANDETANIB,GEFITINIB,65,18,675,-0.34,0
VANDETANIB,GEFITINIB,1,18,675,16.44,1
VANDETANIB,GEFITINIB,73,18,675,-5.51,0
VANDETANIB,GEFITINIB,6,18,675,5.45,1
VANDETANIB,GEFITINIB,70,18,675,-1.32,0
VANDETANIB,GEFITINIB,31,18,675,4.68,1
VANDETANIB,GEFITINIB,75,18,675,0.25,1
VANDETANIB,GEFITINIB,51,18,675,-2.89,0
VANDETANIB,GEFITINIB,3,18,675,11.92,1
VANDETANIB,GEFITINIB,19,18,675,1.11,1
VANDETANIB,GEFITINIB,55,18,675,4.75,1
VANDETANIB,GEFITINIB,0,18,675,2.05,1
VANDETANIB,GEFITINIB,42,18,675,13.6,1
VANDETANIB,GEFITINIB,72,18,675,-1.89,0
VANDETANIB,GEFITINIB,54,18,675,-3.2,0
VANDETANIB,GEFITINIB,17,18,675,5.66,1
VANDETANIB,GEFITINIB,74,18,675,19.68,1
VANDETANIB,GEFITINIB,44,18,675,4.95,1
VANDETANIB,GEFITINIB,30,18,675,-3.7,0
VANDETANIB,GEFITINIB,63,18,675,-3.76,0
VANDETANIB,GEFITINIB,26,18,675,6.22,1
VANDETANIB,GEFITINIB,16,18,675,-10.83,0
VANDETANIB,GEFITINIB,60,18,675,2.82,1
VANDETANIB,GEFITINIB,49,18,675,5.84,1
VANDETANIB,GEFITINIB,8,18,675,7.11,1
VANDETANIB,GEFITINIB,56,18,675,13.26,1
VANDETANIB,GEFITINIB,27,18,675,5.01,1
VANDETANIB,GEFITINIB,61,18,675,-1.31,0
VANDETANIB,GEFITINIB,18,18,675,5.31,1
VANDETANIB,GEFITINIB,58,18,675,4.24,1
VANDETANIB,GEFITINIB,48,18,675,0.53,1
VANDETANIB,GEFITINIB,43,18,675,-5.52,0
VANDETANIB,GEFITINIB,13,18,675,15.94,1
VANDETANIB,GEFITINIB,39,18,675,4.08,1
VANDETANIB,GEFITINIB,10,18,675,-5.55,0
VANDETANIB,GEFITINIB,52,18,675,9.44,1
VANDETANIB,GEFITINIB,4,18,675,-2.93,0
VANDETANIB,GEFITINIB,28,18,675,-2.56,0
VANDETANIB,GEFITINIB,68,18,675,-0.62,0
VANDETANIB,GEFITINIB,29,18,675,-5.2,0
VANDETANIB,GEFITINIB,38,18,675,-7.13,0
VANDETANIB,GEFITINIB,64,18,675,-6.26,0
CABAZITAXEL,GEFITINIB,16,326,675,-7.72,0
CABAZITAXEL,GEFITINIB,60,326,675,11.45,1
CABAZITAXEL,GEFITINIB,63,326,675,4.94,1
CABAZITAXEL,GEFITINIB,26,326,675,10.77,1
CABAZITAXEL,GEFITINIB,30,326,675,7.14,1
CABAZITAXEL,GEFITINIB,44,326,675,4.76,1
CABAZITAXEL,GEFITINIB,27,326,675,16.32,1
CABAZITAXEL,GEFITINIB,61,326,675,21.71,1
