Drug1,Drug2,cell,drug1_db,drug2_db,synergy,synergistic
LOMUSTINE,QUINACRINE HYDROCHLORIDE,9,6,298,7.99,1
LOMUSTINE,QUINACRINE HYDROCHLORIDE,17,6,298,-8.05,0
LOMUSTINE,QUINACRINE HYDROCHLORIDE,21,6,298,-10.44,0
LOMUSTINE,QUINACRINE HYDROCHLORIDE,49,6,298,13.48,1
LOMUSTINE,QUINACRINE HYDROCHLORIDE,53,6,298,0.19,1
LOMUSTINE,QUINACRINE HYDROCHLORIDE,5,6,298,3.15,1
LOMUSTINE,QUINACRINE HYDROCHLORIDE,39,6,298,1.6,1
LOMUSTINE,QUINACRINE HYDROCHLORIDE,73,6,298,2.23,1
LOMUSTINE,QUINACRINE HYDROCHLORIDE,51,6,298,-5.11,0
LOMUSTINE,QUINACRINE HYDROCHLORIDE,67,6,298,-2.98,0
LOMUSTINE,QUINACRINE HYDROCHLORIDE,58,6,298,-3.09,0
LOMUSTINE,QUINACRINE HYDROCHLORIDE,30,6,298,3.9,1
LOMUSTINE,QUINACRINE HYDROCHLORIDE,63,6,298,-2.97,0
LOMUSTINE,QUINACRINE HYDROCHLORIDE,60,6,298,-4.24,0
5-FU,DOCETAXEL,49,251,164,-1.48,0
5-FU,DOCETAXEL,5,251,164,-3.55,0
5-FU,DOCETAXEL,53,251,164,-21.67,0
5-FU,DOCETAXEL,73,251,164,-1.47,0
5-FU,DOCETAXEL,39,251,164,1.5,1
5-FU,DOCETAXEL,67,251,164,-7.91,0
5-FU,DOCETAXEL,51,251,164,-11.17,0
5-FU,DOCETAXEL,30,251,164,-0.34,0
5-FU,DOCETAXEL,58,251,164,3.32,1
5-FU,DOCETAXEL,63,251,164,-12.3,0
5-FU,DOCETAXEL,60,251,164,-9.54,0
5-FU,DOCETAXEL,74,251,164,-2.4,0
5-FU,DOCETAXEL,26,251,164,-0.12,0
5-FU,DOCETAXEL,13,251,164,-11.74,0
5-FU,DOCETAXEL,19,251,164,-7.39,0
5-FU,DOCETAXEL,12,251,164,-0.63,0
5-FU,DOCETAXEL,24,251,164,-8.73,0
5-FU,DOCETAXEL,46,251,164,-13.83,0
5-FU,DOCETAXEL,57,251,164,-8.13,0
5-FU,DOCETAXEL,38,251,164,-11.74,0
5-FU,DOCETAXEL,64,251,164,-3.8,0
5-FU,DOCETAXEL,43,251,164,3.27,1
5-FU,DOCETAXEL,17,251,164,-5.71,0
5-FU,DOCETAXEL,9,251,164,3.47,1
5-FU,DOCETAXEL,21,251,164,-16.03,0
5-FU,DOCETAXEL,50,251,164,-0.41,0
5-FU,DOCETAXEL,36,251,164,-12.99,0
5-FU,DOCETAXEL,35,251,164,-10.54,0
5-FU,DOCETAXEL,42,251,164,-11.95,0
5-FU,DOCETAXEL,62,251,164,-4.82,0
5-FU,DOCETAXEL,14,251,164,5.62,1
5-FU,DOCETAXEL,11,251,164,-6.74,0
5-FU,DOCETAXEL,10,251,164,-10.41,0
5-FU,DOCETAXEL,7,251,164,-14.1,0
5-FU,DOCETAXEL,65,251,164,-2.97,0
5-FU,DOCETAXEL,25,251,164,-14.65,0
5-FU,DOCETAXEL,33,251,164,-14.91,0
5-FU,DOCETAXEL,16,251,164,-0.24,0
5-FU,DOCETAXEL,56,251,164,-18.19,0
5-FU,DOCETAXEL,34,251,164,-5.41,0
5-FU,DOCETAXEL,3,251,164,-10.33,0
5-FU,DOCETAXEL,41,251,164,6.16,1
5-FU,METHOXSALEN,11,251,687,0.88,1
5-FU,METHOXSALEN,14,251,687,5.29,1
5-FU,METHOXSALEN,65,251,687,-4.32,0
5-FU,METHOXSALEN,7,251,687,3.34,1
5-FU,METHOXSALEN,10,251,687,2.55,1
5-FU,METHOXSALEN,35,251,687,-7.33,0
5-FU,METHOXSALEN,36,251,687,-6.18,0
5-FU,METHOXSALEN,50,251,687,-7.05,0
5-FU,METHOXSALEN,62,251,687,-9.04,0
5-FU,METHOXSALEN,42,251,687,-9.87,0
5-FU,METHOXSALEN,34,251,687,2.73,1
5-FU,METHOXSALEN,56,251,687,-12.04,0
5-FU,METHOXSALEN,41,251,687,12.03,1
5-FU,METHOXSALEN,3,251,687,-2.73,0
5-FU,METHOXSALEN,16,251,687,5.26,1
5-FU,METHOXSALEN,33,251,687,-7.38,0
5-FU,METHOXSALEN,25,251,687,1.96,1
5-FU,METHOXSALEN,58,251,687,4.41,1
5-FU,METHOXSALEN,30,251,687,3.63,1
5-FU,METHOXSALEN,51,251,687,-4.72,0
5-FU,METHOXSALEN,67,251,687,-1.87,0
5-FU,METHOXSALEN,60,251,687,0.9,1
5-FU,METHOXSALEN,63,251,687,-6.14,0
5-FU,METHOXSALEN,53,251,687,-4.07,0
5-FU,METHOXSALEN,5,251,687,0.33,1
5-FU,METHOXSALEN,49,251,687,0.16,1
5-FU,METHOXSALEN,39,251,687,5.76,1
5-FU,METHOXSALEN,73,251,687,-0.6,0
5-FU,METHOXSALEN,43,251,687,2.06,1
5-FU,METHOXSALEN,64,251,687,-0.78,0
5-FU,METHOXSALEN,38,251,687,-1.91,0
5-FU,METHOXSALEN,57,251,687,-2.03,0
5-FU,METHOXSALEN,21,251,687,-4.75,0
5-FU,METHOXSALEN,9,251,687,11.68,1
5-FU,METHOXSALEN,17,251,687,5.61,1
5-FU,METHOXSALEN,19,251,687,-0.49,0
5-FU,METHOXSALEN,13,251,687,-2.7,0
5-FU,METHOXSALEN,26,251,687,2.76,1
5-FU,METHOXSALEN,74,251,687,8.75,1
5-FU,METHOXSALEN,46,251,687,-6.31,0
5-FU,METHOXSALEN,24,251,687,-12.27,0
5-FU,METHOXSALEN,12,251,687,0.13,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,58,717,298,-2.39,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,30,717,298,6.97,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,51,717,298,-3.61,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,67,717,298,0.78,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,60,717,298,0.28,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,63,717,298,1.76,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,53,717,298,9.43,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,5,717,298,3.34,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,49,717,298,7.39,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,39,717,298,-3.79,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,73,717,298,0.95,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,43,717,298,18.1,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,64,717,298,-8.32,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,38,717,298,-13.01,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,57,717,298,4.1,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,21,717,298,-9.28,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,9,717,298,7.28,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,17,717,298,-4.95,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,19,717,298,-2.14,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,13,717,298,10.46,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,26,717,298,-2.28,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,74,717,298,-8.81,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,46,717,298,-5.37,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,24,717,298,6.27,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,12,717,298,4.71,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,11,717,298,3.07,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,14,717,298,-7.54,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,65,717,298,-4.21,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,7,717,298,-2.76,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,10,717,298,4.64,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,35,717,298,-6.3,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,36,717,298,-10.96,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,50,717,298,-9.96,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,62,717,298,-9.26,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,42,717,298,-1.5,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,34,717,298,0.64,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,56,717,298,-10.87,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,41,717,298,-6.71,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,3,717,298,-0.71,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,16,717,298,1.72,1
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,33,717,298,-12.35,0
TENIPOSIDE,QUINACRINE HYDROCHLORIDE,25,717,298,-8.0,0
DACARBAZINE,DOCETAXEL,46,404,164,-8.72,0
DACARBAZINE,DOCETAXEL,24,404,164,-1.13,0
DACARBAZINE,DOCETAXEL,12,404,164,0.48,1
DACARBAZINE,DOCETAXEL,19,404,164,-8.18,0
DACARBAZINE,DOCETAXEL,13,404,164,-13.91,0
DACARBAZINE,DOCETAXEL,26,404,164,-6.91,0
DACARBAZINE,DOCETAXEL,74,404,164,-9.28,0
DACARBAZINE,DOCETAXEL,21,404,164,-7.81,0
DACARBAZINE,DOCETAXEL,9,404,164,-7.41,0
DACARBAZINE,DOCETAXEL,17,404,164,-8.88,0
DACARBAZINE,DOCETAXEL,43,404,164,5.3,1
DACARBAZINE,DOCETAXEL,64,404,164,-17.64,0
DACARBAZINE,DOCETAXEL,38,404,164,-13.59,0
DACARBAZINE,DOCETAXEL,57,404,164,-3.15,0
DACARBAZINE,DOCETAXEL,39,404,164,-9.34,0
DACARBAZINE,DOCETAXEL,73,404,164,-1.07,0
DACARBAZINE,DOCETAXEL,53,404,164,-3.19,0
DACARBAZINE,DOCETAXEL,5,404,164,-2.74,0
DACARBAZINE,DOCETAXEL,49,404,164,-0.3,0
DACARBAZINE,DOCETAXEL,60,404,164,-7.05,0
DACARBAZINE,DOCETAXEL,63,404,164,-6.98,0
DACARBAZINE,DOCETAXEL,58,404,164,-1.09,0
DACARBAZINE,DOCETAXEL,30,404,164,-1.16,0
DACARBAZINE,DOCETAXEL,51,404,164,-7.22,0
DACARBAZINE,DOCETAXEL,67,404,164,-2.69,0
DACARBAZINE,DOCETAXEL,16,404,164,-2.38,0
DACARBAZINE,DOCETAXEL,33,404,164,-7.93,0
DACARBAZINE,DOCETAXEL,25,404,164,-4.81,0
DACARBAZINE,DOCETAXEL,41,404,164,-4.79,0
DACARBAZINE,DOCETAXEL,3,404,164,3.0,1
DACARBAZINE,DOCETAXEL,34,404,164,-9.54,0
DACARBAZINE,DOCETAXEL,56,404,164,-3.24,0
DACARBAZINE,DOCETAXEL,62,404,164,3.19,1
DACARBAZINE,DOCETAXEL,42,404,164,-5.23,0
DACARBAZINE,DOCETAXEL,35,404,164,-2.05,0
DACARBAZINE,DOCETAXEL,36,404,164,-8.22,0
DACARBAZINE,DOCETAXEL,50,404,164,-2.34,0
DACARBAZINE,DOCETAXEL,65,404,164,-6.88,0
DACARBAZINE,DOCETAXEL,7,404,164,-6.27,0
DACARBAZINE,DOCETAXEL,10,404,164,-8.05,0
DACARBAZINE,DOCETAXEL,11,404,164,-6.71,0
DACARBAZINE,DOCETAXEL,14,404,164,2.32,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,21,629,284,6.83,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,9,629,284,13.11,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,17,629,284,-1.93,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,43,629,284,4.56,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,64,629,284,-12.94,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,38,629,284,-5.39,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,57,629,284,8.67,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,46,629,284,3.08,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,24,629,284,20.62,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,12,629,284,1.16,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,19,629,284,-1.01,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,13,629,284,1.98,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,26,629,284,-0.86,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,74,629,284,-1.96,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,60,629,284,10.36,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,63,629,284,5.2,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,58,629,284,7.82,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,30,629,284,-0.57,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,51,629,284,-4.51,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,67,629,284,8.84,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,39,629,284,-2.3,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,73,629,284,2.2,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,53,629,284,2.92,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,5,629,284,2.91,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,49,629,284,8.44,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,41,629,284,2.22,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,3,629,284,5.06,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,34,629,284,-5.92,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,56,629,284,-0.52,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,16,629,284,1.49,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,33,629,284,-5.01,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,25,629,284,-4.22,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,65,629,284,2.66,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,7,629,284,3.62,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,10,629,284,4.6,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,11,629,284,-1.66,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,14,629,284,2.87,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,62,629,284,-5.61,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,42,629,284,-4.32,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,35,629,284,5.06,1
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,36,629,284,-4.97,0
DAUNORUBICIN HYDROCHLORIDE,TAMOXIFEN CITRATE,50,629,284,3.8,1
DACARBAZINE,TAMOXIFEN CITRATE,64,404,284,-15.18,0
DACARBAZINE,TAMOXIFEN CITRATE,43,404,284,2.04,1
DACARBAZINE,TAMOXIFEN CITRATE,57,404,284,0.58,1
DACARBAZINE,TAMOXIFEN CITRATE,38,404,284,-4.55,0
DACARBAZINE,TAMOXIFEN CITRATE,21,404,284,-1.24,0
DACARBAZINE,TAMOXIFEN CITRATE,17,404,284,-2.37,0
DACARBAZINE,TAMOXIFEN CITRATE,9,404,284,19.09,1
DACARBAZINE,TAMOXIFEN CITRATE,13,404,284,-4.84,0
DACARBAZINE,TAMOXIFEN CITRATE,19,404,284,0.1,1
DACARBAZINE,TAMOXIFEN CITRATE,26,404,284,2.27,1
DACARBAZINE,TAMOXIFEN CITRATE,46,404,284,-2.77,0
DACARBAZINE,TAMOXIFEN CITRATE,12,404,284,1.32,1
DACARBAZINE,TAMOXIFEN CITRATE,24,404,284,0.71,1
DACARBAZINE,TAMOXIFEN CITRATE,30,404,284,-0.88,0
DACARBAZINE,TAMOXIFEN CITRATE,58,404,284,-4.39,0
DACARBAZINE,TAMOXIFEN CITRATE,67,404,284,-0.95,0
DACARBAZINE,TAMOXIFEN CITRATE,51,404,284,-1.39,0
DACARBAZINE,TAMOXIFEN CITRATE,60,404,284,0.22,1
DACARBAZINE,TAMOXIFEN CITRATE,63,404,284,2.7,1
DACARBAZINE,TAMOXIFEN CITRATE,5,404,284,-0.81,0
DACARBAZINE,TAMOXIFEN CITRATE,53,404,284,-6.44,0
DACARBAZINE,TAMOXIFEN CITRATE,49,404,284,-1.09,0
DACARBAZINE,TAMOXIFEN CITRATE,73,404,284,-0.46,0
DACARBAZINE,TAMOXIFEN CITRATE,39,404,284,-5.82,0
DACARBAZINE,TAMOXIFEN CITRATE,34,404,284,-1.78,0
DACARBAZINE,TAMOXIFEN CITRATE,56,404,284,2.66,1
DACARBAZINE,TAMOXIFEN CITRATE,41,404,284,-6.19,0
DACARBAZINE,TAMOXIFEN CITRATE,3,404,284,2.71,1
DACARBAZINE,TAMOXIFEN CITRATE,16,404,284,1.87,1
DACARBAZINE,TAMOXIFEN CITRATE,25,404,284,0.34,1
DACARBAZINE,TAMOXIFEN CITRATE,33,404,284,1.84,1
DACARBAZINE,TAMOXIFEN CITRATE,11,404,284,1.04,1
DACARBAZINE,TAMOXIFEN CITRATE,14,404,284,-2.37,0
DACARBAZINE,TAMOXIFEN CITRATE,7,404,284,-2.98,0
DACARBAZINE,TAMOXIFEN CITRATE,65,404,284,4.81,1
DACARBAZINE,TAMOXIFEN CITRATE,10,404,284,4.59,1
DACARBAZINE,TAMOXIFEN CITRATE,35,404,284,0.52,1
DACARBAZINE,TAMOXIFEN CITRATE,50,404,284,0.92,1
DACARBAZINE,TAMOXIFEN CITRATE,36,404,284,-2.67,0
DACARBAZINE,TAMOXIFEN CITRATE,42,404,284,-1.51,0
DACARBAZINE,TAMOXIFEN CITRATE,62,404,284,-1.16,0
DACARBAZINE,METHOXSALEN,25,404,687,-0.19,0
DACARBAZINE,METHOXSALEN,33,404,687,0.85,1
DACARBAZINE,METHOXSALEN,16,404,687,2.2,1
DACARBAZINE,METHOXSALEN,3,404,687,1.79,1
DACARBAZINE,METHOXSALEN,41,404,687,-2.76,0
DACARBAZINE,METHOXSALEN,56,404,687,-2.2,0
DACARBAZINE,METHOXSALEN,34,404,687,-0.37,0
DACARBAZINE,METHOXSALEN,42,404,687,-2.2,0
DACARBAZINE,METHOXSALEN,62,404,687,-0.72,0
DACARBAZINE,METHOXSALEN,50,404,687,-0.92,0
DACARBAZINE,METHOXSALEN,36,404,687,-1.62,0
DACARBAZINE,METHOXSALEN,35,404,687,1.24,1
DACARBAZINE,METHOXSALEN,10,404,687,2.54,1
DACARBAZINE,METHOXSALEN,7,404,687,0.85,1
DACARBAZINE,METHOXSALEN,65,404,687,3.35,1
DACARBAZINE,METHOXSALEN,14,404,687,-1.3,0
DACARBAZINE,METHOXSALEN,11,404,687,1.62,1
DACARBAZINE,METHOXSALEN,12,404,687,1.15,1
DACARBAZINE,METHOXSALEN,24,404,687,0.79,1
DACARBAZINE,METHOXSALEN,46,404,687,-2.41,0
DACARBAZINE,METHOXSALEN,74,404,687,2.52,1
DACARBAZINE,METHOXSALEN,26,404,687,0.95,1
DACARBAZINE,METHOXSALEN,13,404,687,-4.46,0
DACARBAZINE,METHOXSALEN,19,404,687,5.19,1
DACARBAZINE,METHOXSALEN,17,404,687,-0.21,0
DACARBAZINE,METHOXSALEN,9,404,687,15.21,1
DACARBAZINE,METHOXSALEN,21,404,687,-0.88,0
DACARBAZINE,METHOXSALEN,57,404,687,-1.45,0
DACARBAZINE,METHOXSALEN,38,404,687,20.22,1
DACARBAZINE,METHOXSALEN,64,404,687,1.39,1
DACARBAZINE,METHOXSALEN,43,404,687,2.16,1
DACARBAZINE,METHOXSALEN,73,404,687,-1.36,0
DACARBAZINE,METHOXSALEN,39,404,687,-1.72,0
DACARBAZINE,METHOXSALEN,49,404,687,0.12,1
DACARBAZINE,METHOXSALEN,5,404,687,-1.39,0
DACARBAZINE,METHOXSALEN,53,404,687,10.07,1
DACARBAZINE,METHOXSALEN,63,404,687,-1.83,0
DACARBAZINE,METHOXSALEN,60,404,687,-0.54,0
DACARBAZINE,METHOXSALEN,67,404,687,5.96,1
DACARBAZINE,METHOXSALEN,51,404,687,1.53,1
DACARBAZINE,METHOXSALEN,30,404,687,-1.25,0
DACARBAZINE,METHOXSALEN,58,404,687,-4.2,0
MEGESTROL ACETATE,METHOXSALEN,62,656,687,5.5,1
MEGESTROL ACETATE,METHOXSALEN,42,656,687,-0.82,0
MEGESTROL ACETATE,METHOXSALEN,36,656,687,-3.86,0
MEGESTROL ACETATE,METHOXSALEN,50,656,687,-0.14,0
MEGESTROL ACETATE,METHOXSALEN,35,656,687,1.84,1
MEGESTROL ACETATE,METHOXSALEN,10,656,687,1.17,1
MEGESTROL ACETATE,METHOXSALEN,65,656,687,1.76,1
MEGESTROL ACETATE,METHOXSALEN,7,656,687,3.66,1
MEGESTROL ACETATE,METHOXSALEN,14,656,687,0.01,1
MEGESTROL ACETATE,METHOXSALEN,11,656,687,4.96,1
MEGESTROL ACETATE,METHOXSALEN,33,656,687,4.8,1
MEGESTROL ACETATE,METHOXSALEN,25,656,687,3.29,1
MEGESTROL ACETATE,METHOXSALEN,16,656,687,3.71,1
MEGESTROL ACETATE,METHOXSALEN,3,656,687,1.54,1
MEGESTROL ACETATE,METHOXSALEN,41,656,687,3.7,1
MEGESTROL ACETATE,METHOXSALEN,56,656,687,3.69,1
MEGESTROL ACETATE,METHOXSALEN,34,656,687,12.95,1
MEGESTROL ACETATE,METHOXSALEN,39,656,687,0.99,1
MEGESTROL ACETATE,METHOXSALEN,73,656,687,-0.09,0
MEGESTROL ACETATE,METHOXSALEN,49,656,687,1.77,1
MEGESTROL ACETATE,METHOXSALEN,53,656,687,-1.77,0
MEGESTROL ACETATE,METHOXSALEN,5,656,687,-1.55,0
MEGESTROL ACETATE,METHOXSALEN,63,656,687,5.6,1
MEGESTROL ACETATE,METHOXSALEN,60,656,687,2.6,1
MEGESTROL ACETATE,METHOXSALEN,51,656,687,-0.45,0
MEGESTROL ACETATE,METHOXSALEN,67,656,687,7.19,1
MEGESTROL ACETATE,METHOXSALEN,58,656,687,5.84,1
MEGESTROL ACETATE,METHOXSALEN,30,656,687,-4.36,0
MEGESTROL ACETATE,METHOXSALEN,24,656,687,-0.66,0
MEGESTROL ACETATE,METHOXSALEN,12,656,687,6.9,1
MEGESTROL ACETATE,METHOXSALEN,46,656,687,1.01,1
MEGESTROL ACETATE,METHOXSALEN,26,656,687,1.54,1
MEGESTROL ACETATE,METHOXSALEN,74,656,687,4.56,1
MEGESTROL ACETATE,METHOXSALEN,19,656,687,-0.55,0
MEGESTROL ACETATE,METHOXSALEN,13,656,687,0.56,1
MEGESTROL ACETATE,METHOXSALEN,9,656,687,4.03,1
MEGESTROL ACETATE,METHOXSALEN,17,656,687,5.92,1
MEGESTROL ACETATE,METHOXSALEN,21,656,687,1.36,1
MEGESTROL ACETATE,METHOXSALEN,38,656,687,14.63,1
MEGESTROL ACETATE,METHOXSALEN,57,656,687,0.77,1
MEGESTROL ACETATE,METHOXSALEN,43,656,687,3.2,1
MEGESTROL ACETATE,METHOXSALEN,64,656,687,1.14,1
VISMODEGIB,RUXOLITINIB,3,104,20,6.59,1
VISMODEGIB,RUXOLITINIB,41,104,20,14.59,1
VISMODEGIB,RUXOLITINIB,56,104,20,11.32,1
VISMODEGIB,RUXOLITINIB,34,104,20,0.78,1
VISMODEGIB,RUXOLITINIB,33,104,20,3.86,1
VISMODEGIB,RUXOLITINIB,25,104,20,12.69,1
VISMODEGIB,RUXOLITINIB,16,104,20,5.95,1
VISMODEGIB,RUXOLITINIB,10,104,20,0.32,1
VISMODEGIB,RUXOLITINIB,65,104,20,2.47,1
VISMODEGIB,RUXOLITINIB,7,104,20,-2.3,0
VISMODEGIB,RUXOLITINIB,14,104,20,-1.64,0
VISMODEGIB,RUXOLITINIB,11,104,20,1.48,1
VISMODEGIB,RUXOLITINIB,62,104,20,4.98,1
VISMODEGIB,RUXOLITINIB,42,104,20,-1.73,0
VISMODEGIB,RUXOLITINIB,36,104,20,-0.24,0
VISMODEGIB,RUXOLITINIB,50,104,20,3.01,1
VISMODEGIB,RUXOLITINIB,35,104,20,1.08,1
VISMODEGIB,RUXOLITINIB,9,104,20,12.65,1
VISMODEGIB,RUXOLITINIB,17,104,20,0.18,1
VISMODEGIB,RUXOLITINIB,21,104,20,-3.44,0
VISMODEGIB,RUXOLITINIB,38,104,20,-4.01,0
VISMODEGIB,RUXOLITINIB,57,104,20,-5.91,0
VISMODEGIB,RUXOLITINIB,43,104,20,2.73,1
VISMODEGIB,RUXOLITINIB,64,104,20,-6.25,0
VISMODEGIB,RUXOLITINIB,24,104,20,6.23,1
VISMODEGIB,RUXOLITINIB,12,104,20,-1.15,0
VISMODEGIB,RUXOLITINIB,46,104,20,-0.91,0
VISMODEGIB,RUXOLITINIB,26,104,20,-0.24,0
VISMODEGIB,RUXOLITINIB,74,104,20,-5.03,0
VISMODEGIB,RUXOLITINIB,19,104,20,0.35,1
VISMODEGIB,RUXOLITINIB,13,104,20,-1.2,0
VISMODEGIB,RUXOLITINIB,63,104,20,8.39,1
VISMODEGIB,RUXOLITINIB,60,104,20,-0.66,0
VISMODEGIB,RUXOLITINIB,51,104,20,-1.02,0
VISMODEGIB,RUXOLITINIB,67,104,20,-4.61,0
VISMODEGIB,RUXOLITINIB,58,104,20,0.06,1
VISMODEGIB,RUXOLITINIB,30,104,20,-4.28,0
VISMODEGIB,RUXOLITINIB,39,104,20,-2.3,0
VISMODEGIB,RUXOLITINIB,73,104,20,1.61,1
VISMODEGIB,RUXOLITINIB,49,104,20,-1.78,0
VISMODEGIB,RUXOLITINIB,53,104,20,11.55,1
VISMODEGIB,RUXOLITINIB,5,104,20,-0.11,0
DEXRAZOXANE,FLUDARABINE BASE,46,562,725,-5.75,0
DEXRAZOXANE,FLUDARABINE BASE,12,562,725,-15.46,0
DEXRAZOXANE,FLUDARABINE BASE,24,562,725,2.03,1
DEXRAZOXANE,FLUDARABINE BASE,13,562,725,1.83,1
DEXRAZOXANE,FLUDARABINE BASE,19,562,725,-2.7,0
DEXRAZOXANE,FLUDARABINE BASE,74,562,725,-2.86,0
DEXRAZOXANE,FLUDARABINE BASE,26,562,725,0.54,1
DEXRAZOXANE,FLUDARABINE BASE,21,562,725,-5.03,0
DEXRAZOXANE,FLUDARABINE BASE,17,562,725,-1.74,0
DEXRAZOXANE,FLUDARABINE BASE,9,562,725,-1.66,0
DEXRAZOXANE,FLUDARABINE BASE,64,562,725,-0.91,0
DEXRAZOXANE,FLUDARABINE BASE,43,562,725,-3.34,0
DEXRAZOXANE,FLUDARABINE BASE,57,562,725,-4.53,0
DEXRAZOXANE,FLUDARABINE BASE,38,562,725,2.0,1
